Species,CL_Value,Region,Region_Name,Count_Stats,Area_M2,Min,Max,Range,Mean,STD,Sum,LT-1_Count,LT-1_Percent,GT-1_LT0_Count,GT-1_LT0_Percent,GT0_LT1_Count,GT0_LT1_Percent,GT1_Count,GT1_Percent,Exc_Count,Exc_Percent,Count_Hist,Area_HA,Area_Acres
Abies balsamea,Min CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3346011,3011409900,-10.079198,-0.402604,9.676594,-1.785655,1.59969,-5974820.833,2564238,76.63567155,781773,23.36432845,0,0,0,0,0,0,3346011,301140.99,744134.4433
Abies balsamea,Min CL,Forest Service Admin Areas,Ottawa National Forest,6318210,5686389000,-8.408354,-0.993938,7.414415,-7.175478,0.842496,-45336177.31,6316120,99.96692101,2090,0.033078989,0,0,0,0,0,0,6318210,568638.9,1405135.154
Abies balsamea,Min CL,Forest Service Wilderness Areas,Big Branch Wilderness,30232,27208800,-1.942942,-1.271362,0.671579,-1.676826,0.226582,-50693.79645,30232,100,0,0,0,0,0,0,0,0,30232,2720.88,6723.430524
Abies balsamea,Min CL,Forest Service Wilderness Areas,Delirium Wilderness,44197,39777300,-1.898975,-1.038604,0.860371,-1.576123,0.219306,-69659.92081,44197,100,0,0,0,0,0,0,0,0,44197,3977.73,9829.169717
Abies balsamea,Min CL,Forest Service Wilderness Areas,Dolly Sods Wilderness,60596,54536400,-0.267435,0.793089,1.060524,0.514825,0.288261,31196.32443,0,0,5243,8.652386296,55353,91.3476137,0,0,55353,91.3476137,60596,5453.64,13476.21712
Abies balsamea,Min CL,Forest Service Wilderness Areas,George D. Aiken Wilderness,21193,19073700,-1.302073,-0.661193,0.64088,-1.156508,0.08355,-24509.87231,20734,97.83419053,459,2.165809465,0,0,0,0,0,0,21193,1907.37,4713.206639
Abies balsamea,Min CL,Forest Service Wilderness Areas,Glastenbury Wilderness,100106,90095400,-1.935329,-0.542434,1.392896,-1.124889,0.334479,-112608.1729,51395,51.34057899,48711,48.65942101,0,0,0,0,0,0,100106,9009.54,22263.02382
Abies balsamea,Min CL,Forest Service Wilderness Areas,Great Gulf Wilderness,18718,16846200,-2.81947,-1.668925,1.150545,-2.359176,0.49223,-44159.05996,18718,100,0,0,0,0,0,0,0,0,18718,1684.62,4162.780251
Abies balsamea,Min CL,Forest Service Wilderness Areas,Headwaters Wilderness,94429,84986100,-7.974502,-7.541432,0.43307,-7.850583,0.1608,-741322.6907,94429,100,0,0,0,0,0,0,0,0,94429,8498.61,21000.49024
Abies balsamea,Min CL,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,9957,8961300,-1.835911,-1.68558,0.150331,-1.722991,0.047465,-17155.82545,9957,100,0,0,0,0,0,0,0,0,9957,896.13,2214.382037
Abies balsamea,Min CL,Forest Service Wilderness Areas,Joseph Battell Wilderness,55410,49869000,-2.149503,-1.520377,0.629126,-1.694225,0.193282,-93877.01634,55410,100,0,0,0,0,0,0,0,0,55410,4986.9,12322.87925
Abies balsamea,Min CL,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,3524563,3172106700,-10.990082,-7.818759,3.171322,-9.16505,0.53044,-32302795.9,3524563,100,0,0,0,0,0,0,0,0,3524563,317210.67,783843.4261
Abies balsamea,Min CL,Forest Service Wilderness Areas,Breadloaf Wilderness,112229,101006100,-7.578623,-1.34097,6.237653,-1.527845,0.33563,-171468.5069,112229,100,0,0,0,0,0,0,0,0,112229,10100.61,24959.11234
Abies balsamea,Min CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16581,14922900,-7.88227,-1.692252,6.190018,-4.28241,2.99917,-71006.64769,16581,100,0,0,0,0,0,0,0,0,16581,1492.29,3687.523205
Abies balsamea,Min CL,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50148,45133200,-10.3445,-3.980142,6.364358,-6.552179,2.915514,-328578.6678,50148,100,0,0,0,0,0,0,0,0,50148,4513.32,11152.63939
Abies balsamea,Min CL,Forest Service Wilderness Areas,Big Island Lake Wilderness,20994,18894600,-2.023316,-1.542411,0.480905,-1.775066,0.199907,-37265.74126,20994,100,0,0,0,0,0,0,0,0,20994,1889.46,4668.950133
Abies balsamea,Min CL,Forest Service Wilderness Areas,Lye Brook Wilderness,80947,72852300,-1.797111,-0.404727,1.392384,-0.577223,0.205615,-46724.47601,2521,3.114383485,78426,96.88561651,0,0,0,0,0,0,80947,7285.23,18002.16759
Abies balsamea,Min CL,Forest Service Wilderness Areas,Mackinac Wilderness,47500,42750000,-1.955159,-1.708679,0.24648,-1.740544,0.049475,-82675.83391,47500,100,0,0,0,0,0,0,0,0,47500,4275,10563.73875
Abies balsamea,Min CL,Forest Service Wilderness Areas,McCormick Wilderness,72136,64922400,-7.813941,-7.330153,0.483788,-7.472251,0.102155,-539018.2907,72136,100,0,0,0,0,0,0,0,0,72136,6492.24,16042.64965
Abies balsamea,Min CL,Forest Service Wilderness Areas,Pemigewasset Wilderness,204663,184196700,-3.113567,-1.606773,1.506793,-2.272713,0.368173,-465140.1767,204663,100,0,0,0,0,0,0,0,0,204663,18419.67,45515.92555
Abies balsamea,Min CL,Forest Service Wilderness Areas,Porcupine Lake Wilderness,18212,16390800,-6.167247,-5.861189,0.306058,-5.990329,0.079775,-109095.872,18212,100,0,0,0,0,0,0,0,0,18212,1639.08,4050.248634
Abies balsamea,Min CL,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,121177,109059300,-3.350826,-1.195706,2.15512,-2.276112,0.660534,-275812.3712,121177,100,0,0,0,0,0,0,0,0,121177,10905.93,26949.09833
Abies balsamea,Min CL,Forest Service Wilderness Areas,Rainbow Lake Wilderness,30465,27418500,-6.235084,0.060139,6.295222,-5.687313,1.578498,-173264.0052,28216,92.61775808,2248,7.378959462,1,0.003282455,0,0,1,0.003282455,30465,2741.85,6775.248443
Abies balsamea,Min CL,Forest Service Wilderness Areas,Peru Peak Wilderness,34953,31457700,-1.797709,-1.271362,0.526347,-1.4996,0.200426,-52415.51364,34953,100,0,0,0,0,0,0,0,0,34953,3145.77,7773.354959
Abies balsamea,Min CL,Forest Service Wilderness Areas,Sandwich Range Wilderness,158074,142266600,-9.324162,-2.445915,6.878248,-2.927217,0.337889,-462716.8454,158074,100,0,0,0,0,0,0,0,0,158074,14226.66,35154.78819
Abies balsamea,Min CL,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,73597,66237300,-8.080286,-7.810822,0.269464,-7.998563,0.048787,-588670.2621,73597,100,0,0,0,0,0,0,0,0,73597,6623.73,16367.56802
Abies balsamea,Min CL,Forest Service Wilderness Areas,Sylvania Wilderness,64084,57675600,-7.285669,-6.75427,0.5314,-6.95091,0.162128,-445442.1122,64084,100,0,0,0,0,0,0,0,0,64084,5767.56,14251.92914
Abies balsamea,Min CL,Forest Service Wilderness Areas,Rock River Canyon Wilderness,23291,20961900,-9.476469,-3.476469,6,-7.802801,1.216433,-181735.0466,23291,100,0,0,0,0,0,0,0,0,23291,2096.19,5179.7903
Abies balsamea,Min CL,Forest Service Wilderness Areas,Blackjack Springs Wilderness,24078,21670200,-7.979165,-7.381807,0.597357,-7.757877,0.229231,-186794.174,24078,100,0,0,0,0,0,0,0,0,24078,2167.02,5354.814771
Abies balsamea,Min CL,Forest Service Wilderness Areas,Whisker Lake Wilderness,30121,27108900,-8.175367,-7.964827,0.210541,-8.021013,0.045172,-241600.9182,30121,100,0,0,0,0,0,0,0,0,30121,2710.89,6698.744735
Abies balsamea,Min CL,Forest Service Wilderness Areas,Wild River Wilderness,107113,96401700,-10.06374,-2.703279,7.360461,-4.763126,2.710153,-510192.6775,107113,100,0,0,0,0,0,0,0,0,107113,9640.17,23821.34208
Abies balsamea,Min CL,States,Connecticut,543618,489256200,-1.566236,0.573573,2.139809,-0.653882,0.294835,-355462.2785,46137,8.487025816,489469,90.03914514,8012,1.473829049,0,0,8012,1.473829049,543618,48925.62,120897.6533
Abies balsamea,Min CL,States,Iowa,12757,11481300,3.712133,6.02215,2.310017,4.611225,0.491858,58825.40129,0,0,0,0,0,0,12757,100,12757,100,12757,1148.13,2837.086637
Abies balsamea,Min CL,States,Maine,69236766,62313089400,-12.195516,0.051674,12.24719,-9.289614,3.090172,-643182817.7,69234216,99.99631699,0,0,2550,0.003683014,0,0,2550,0.003683014,69236766,6231308.94,15397875.96
Abies balsamea,Min CL,States,Massachusetts,2592052,2332846800,-1.649981,-0.184009,1.465973,-0.872525,0.311749,-2261630.696,682207,26.3191865,1909845,73.6808135,0,0,0,0,0,0,2592052,233284.68,576458.1085
Abies balsamea,Min CL,States,Michigan,58686927,52818234300,-9.665438,1.894223,11.559661,-4.016608,3.170889,-235722406.2,46509985,79.25101446,10048423,17.1220807,2042357,3.480088504,86162,0.146816343,2128519,3.626904847,58686927,5281823.43,13051649.79
Abies balsamea,Min CL,States,Minnesota,75763006,68186705400,-11.073713,4.323763,15.397476,-5.933227,3.464321,-449519124.9,66895495,88.29572443,4083812,5.390245472,3042673,4.016040493,1741026,2.297989602,4783699,6.314030095,75763006,6818670.54,16849275.84
Abies balsamea,Min CL,States,New Hampshire,14573752,13116376800,-11.222561,-1.195706,10.026855,-5.574164,3.221098,-81236483.51,14573752,100,0,0,0,0,0,0,0,0,14573752,1311637.68,3241122.289
Abies balsamea,Min CL,States,New York,46911054,42219948600,-10.099127,5.09342,15.192547,-3.562201,3.671841,-167106616.4,33017619,70.38345163,6465427,13.78231024,5768902,12.29753226,1659106,3.536705869,7428008,15.83423813,46911054,4221994.86,10432760.4
Abies balsamea,Min CL,States,Pennsylvania,3954861,3559374900,-1.191288,3.417076,4.608364,0.44208,0.812749,1748364.925,37491,0.947972634,1301693,32.91374842,1662325,42.0324507,953352,24.10582825,2615677,66.13827894,3954861,355937.49,879539.3347
Abies balsamea,Min CL,States,Vermont,18546936,16692242400,-10.655231,-0.089007,10.566224,-4.751465,3.557896,-88125120.84,17017815,91.7553983,1529121,8.244601696,0,0,0,0,0,0,18546936,1669224.24,4124736.558
Abies balsamea,Min CL,States,Virginia,130792,117712800,-0.391293,3.103033,3.494326,1.021337,1.051334,133582.774,0,0,18164,13.88769955,78529,60.04113401,34099,26.07116643,112628,86.11230045,130792,11771.28,29087.42144
Abies balsamea,Min CL,States,West Virginia,758142,682327800,-2.367905,0.793089,3.160994,-0.231245,0.599863,-175316.8937,88559,11.68105711,369422,48.72728328,300161,39.59165961,0,0,300161,39.59165961,758142,68232.78,168606.611
Abies balsamea,Min CL,States,Wisconsin,53131410,47818269000,-9.150437,3.76314,12.913577,-4.178381,3.509608,-222003290.4,35636717,67.07278614,5706050,10.73950418,7534173,14.18026173,4254470,8.007447948,11788643,22.18770968,53131410,4781826.9,11816133.36
Acer rubrum,Max CL,Class I Areas,Rainbow Lake Wilderness,30246,27221400,-17.235085,-16.939861,0.295223,-17.130068,0.075961,-518116.0263,30246,100,0,0,0,0,0,0,0,0,30246,2722.14,6726.544047
Acer rubrum,Max CL,Class I Areas,Presidential Range-Dry River Wilderness,122638,110374200,-20.350826,-10.695705,9.655121,-12.237947,2.099513,-1500837.338,122638,100,0,0,0,0,0,0,0,0,122638,11037.42,27274.01669
Acer rubrum,Max CL,Class I Areas,Otter Creek Wilderness,70025,63022500,-17.901855,-9.5441,8.357756,-12.507948,3.630856,-875869.0904,70025,100,0,0,0,0,0,0,0,0,70025,6302.25,15573.17486
Acer rubrum,Max CL,Class I Areas,Lye Brook Wilderness,70912,63820800,-18.797112,-9.904727,8.892385,-10.706643,2.180919,-759229.4488,70912,100,0,0,0,0,0,0,0,0,70912,6382.08,15770.43878
Acer rubrum,Max CL,Class I Areas,James River Face Wilderness,29849,26864100,-19.137119,-18.35206,0.785059,-18.755246,0.283938,-559825.3305,29849,100,0,0,0,0,0,0,0,0,29849,2686.41,6638.253431
Acer rubrum,Max CL,Class I Areas,Great Gulf Wilderness,19050,17145000,-12.319469,-11.168925,1.150544,-11.859327,0.487638,-225920.1702,19050,100,0,0,0,0,0,0,0,0,19050,1714.5,4236.615225
Acer rubrum,Max CL,Class I Areas,Dolly Sods Wilderness,45699,41129100,-17.267435,-8.781534,8.485901,-10.193892,2.621173,-465850.6883,45699,100,0,0,0,0,0,0,0,0,45699,4112.91,10163.20626
Acer rubrum,Max CL,Class I Areas,Boundary Waters Canoe Area Wilderness,2883961,2595564900,-14.490082,-11.31876,3.171322,-12.63671,0.544264,-36443779.99,2883961,100,0,0,0,0,0,0,0,0,2883961,259556.49,641377.0646
Acer rubrum,Max CL,Class I Areas,Shenandoah NP,680622,612559800,-17.963041,-6.396967,11.566074,-14.998973,2.758882,-10208630.78,680622,100,0,0,0,0,0,0,0,0,680622,61255.98,151366.5894
Acer rubrum,Max CL,Class I Areas,Isle Royale NP,402259,362033100,-13.581877,-10.986294,2.595583,-12.532581,0.978513,-5041343.496,402259,100,0,0,0,0,0,0,0,0,402259,36203.31,89460.18918
Acer rubrum,Max CL,Class I Areas,Acadia NP,52186,46967400,-23.197096,-15.515055,7.682041,-22.208591,2.394682,-1158977.541,52186,100,0,0,0,0,0,0,0,0,52186,4696.74,11605.87938
Acer rubrum,Max CL,Class I Areas,Mammoth Cave NP,175318,157786200,-16.231625,-15.357536,0.874088,-15.827908,0.277661,-2774917.139,175318,100,0,0,0,0,0,0,0,0,175318,15778.62,38989.75895
Acer rubrum,Max CL,Class I Areas,Voyageurs NP,404226,363803400,-13.995436,-12.927757,1.067678,-13.293293,0.260833,-5373494.76,404226,100,0,0,0,0,0,0,0,0,404226,36380.34,89897.63916
Acer rubrum,Max CL,Class I Areas,Seney Wilderness,49706,44735400,-12.0285,-11.521276,0.507223,-11.815657,0.173453,-587309.0597,49706,100,0,0,0,0,0,0,0,0,49706,4473.54,11054.34102
Acer rubrum,Max CL,Class I Areas,Moosehorn Wilderness EDM,9509,8558100,-13.931698,-13.879309,0.052389,-13.898833,0.012863,-132164.0041,9509,100,0,0,0,0,0,0,0,0,9509,855.81,2114.749301
Acer rubrum,Max CL,Class I Areas,Moosehorn Wilderness BAR,11083,9974700,-21.656473,-21.457535,0.198938,-21.584097,0.0845,-239216.5495,11083,100,0,0,0,0,0,0,0,0,11083,997.47,2464.798244
Acer rubrum,Max CL,Class I Areas,Brigantine Wilderness,4,3600,-16.915051,-16.119431,0.79562,-16.318336,0.344514,-65.273342,4,100,0,0,0,0,0,0,0,0,4,0.36,0.889578
Acer rubrum,Max CL,Ecoregions Combined,All Ecoregions,460250054,414225048600,-23.371857,-3.734404,19.637453,-15.432543,3.573196,-7102828627,460250054,100,0,0,0,0,0,0,0,0,460250054,41422504.86,102357080.6
Acer rubrum,Max CL,Ecoregions Level 2,Atlantic Highlands,140254539,126229085100,-22.669897,-7.257358,15.412539,-16.1066,3.294231,-2259023805,140254539,100,0,0,0,0,0,0,0,0,140254539,12622908.51,31191838.07
Acer rubrum,Max CL,Ecoregions Level 2,Mixed Wood Plains,172134976,154921478400,-23.371857,-3.734404,19.637453,-16.869311,3.308914,-2903798400,172134976,100,0,0,0,0,0,0,0,0,172134976,15492147.84,38281871.92
Acer rubrum,Max CL,Ecoregions Level 2,Mixed Wood Shield,147860539,133074485100,-20.637829,-6.128893,14.508936,-13.120515,2.91937,-1940006422,147860539,100,0,0,0,0,0,0,0,0,147860539,13307448.51,32883370.64
Acer rubrum,Max CL,Ecoregions Level 3,Acadian Plains and Hills,34932709,31439438100,-23.371857,-11.426088,11.945768,-20.344577,2.831775,-710691194.9,34932709,100,0,0,0,0,0,0,0,0,34932709,3143943.81,7768842.352
Acer rubrum,Max CL,Ecoregions Level 3,Driftless Area,6961023,6264920700,-16.87199,-12.862383,4.009607,-15.102524,0.590037,-105129019.6,6961023,100,0,0,0,0,0,0,0,0,6961023,626492.07,1548093.23
Acer rubrum,Max CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,16918336,15226502400,-21.894777,-7.038894,14.855884,-17.287409,2.692536,-292474191.8,16918336,100,0,0,0,0,0,0,0,0,16918336,1522650.24,3762544.876
Acer rubrum,Max CL,Ecoregions Level 3,Erie Drift Plain,14026966,12624269400,-17.701817,-11.034513,6.667303,-14.939202,1.119059,-209551682.9,14026966,100,0,0,0,0,0,0,0,0,14026966,1262426.94,3119520.09
Acer rubrum,Max CL,Ecoregions Level 3,North Central Appalachians,25910562,23319505800,-18.702566,-7.257358,11.445209,-16.394985,2.089824,-424803278.1,25910562,100,0,0,0,0,0,0,0,0,25910562,2331950.58,5762366.481
Acer rubrum,Max CL,Ecoregions Level 3,North Central Hardwood Forests,30019866,27017879400,-20.150436,-3.734404,16.416033,-13.92121,3.711339,-417912844.2,30019866,100,0,0,0,0,0,0,0,0,30019866,2701787.94,6676253.089
Acer rubrum,Max CL,Ecoregions Level 3,Northeastern Coastal Zone,23709677,21338709300,-21.858402,-6.070772,15.78763,-18.252419,1.235568,-432758960.2,23709677,100,0,0,0,0,0,0,0,0,23709677,2133870.93,5272901.762
Acer rubrum,Max CL,Ecoregions Level 3,Northern Allegheny Plateau,30980657,27882591300,-19.213163,-7.340814,11.87235,-16.856591,1.864947,-522228256.9,30980657,100,0,0,0,0,0,0,0,0,30980657,2788259.13,6889927.723
Acer rubrum,Max CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,114343977,102909579300,-22.669897,-8.17013,14.499767,-16.041252,3.506888,-1834220527,114343977,100,0,0,0,0,0,0,0,0,114343977,10290957.93,25429471.59
Acer rubrum,Max CL,Ecoregions Level 3,Northern Lakes and Forests,140907953,126817157700,-20.637829,-6.128893,14.508936,-13.136329,2.987746,-1851013284,140907953,100,0,0,0,0,0,0,0,0,140907953,12681715.77,31337153.75
Acer rubrum,Max CL,Ecoregions Level 3,Northern Minnesota Wetlands,6952586,6257327400,-14.177498,-10.297139,3.880359,-12.800005,0.478498,-88993138.14,6952586,100,0,0,0,0,0,0,0,0,6952586,625732.74,1546216.887
Acer rubrum,Max CL,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,14585742,13127167800,-18.133471,-4.751503,13.381968,-14.606885,1.301578,-213052249.7,14585742,100,0,0,0,0,0,0,0,0,14585742,1312716.78,3243788.799
Acer rubrum,Max CL,Forest Service Admin Areas,Daniel Boone National Forest,7400761,6660684900,-18.046642,-15.691529,2.355113,-17.037046,0.570038,-126087103.5,7400761,100,0,0,0,0,0,0,0,0,7400761,666068.49,1645888.542
Acer rubrum,Max CL,Forest Service Admin Areas,George Washington and Jefferson National Forest,9815191,8833671900,-20.095367,-8.810138,11.28523,-17.918692,1.91233,-175875384.6,9815191,100,0,0,0,0,0,0,0,0,9815191,883367.19,2182844.495
Acer rubrum,Max CL,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,424108,381697200,-17.190792,-15.491987,1.698805,-16.076935,0.359131,-6818356.941,424108,100,0,0,0,0,0,0,0,0,424108,38169.72,94319.28661
Acer rubrum,Max CL,Forest Service Admin Areas,Hiawatha National Forest,4250150,3825135000,-20.637829,-9.213662,11.424167,-12.353437,2.767187,-52503962.35,4250150,100,0,0,0,0,0,0,0,0,4250150,382513.5,945209.9842
Acer rubrum,Max CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,7278179,6550361100,-18.974503,-9.990322,8.98418,-14.465291,3.118712,-105280977.9,7278179,100,0,0,0,0,0,0,0,0,7278179,655036.11,1618626.98
Acer rubrum,Max CL,Forest Service Admin Areas,Wayne National Forest,3001728,2701555200,-17.550282,-15.540867,2.009415,-16.460707,0.365107,-49410566.19,3001728,100,0,0,0,0,0,0,0,0,3001728,270155.52,667567.7977
Acer rubrum,Max CL,Forest Service Admin Areas,Hoosier National Forest,2123592,1911232800,-16.345324,-12.488127,3.857197,-14.625194,0.687193,-31057946.02,2123592,100,0,0,0,0,0,0,0,0,2123592,191123.28,472275.181
Acer rubrum,Max CL,Forest Service Admin Areas,Huron-Manistee National Forest,6253906,5628515400,-17.859352,-8.151951,9.707401,-14.562924,3.168013,-91075154.75,6253906,100,0,0,0,0,0,0,0,0,6253906,562851.54,1390834.298
Acer rubrum,Max CL,Forest Service Admin Areas,Superior National Forest,11403245,10262920500,-14.573713,-10.985357,3.588356,-12.381059,0.718151,-141184252.6,11403245,100,0,0,0,0,0,0,0,0,11403245,1026292.05,2536018.97
Acer rubrum,Max CL,Forest Service Admin Areas,Shawnee National Forest,2132293,1919063700,-17.422226,-14.953671,2.468555,-16.205318,0.374231,-34554486.84,2132293,100,0,0,0,0,0,0,0,0,2132293,191906.37,474210.2356
Acer rubrum,Max CL,Forest Service Admin Areas,Allegheny National Forest,3131276,2818148400,-17.766249,-9.110443,8.655806,-16.338454,2.603755,-51160208.69,3131276,100,0,0,0,0,0,0,0,0,3131276,281814.84,696378.5604
Acer rubrum,Max CL,Forest Service Admin Areas,Chippewa National Forest,4132038,3718834200,-13.859295,-10.693569,3.165726,-12.156544,0.49958,-50231301.56,4132038,100,0,0,0,0,0,0,0,0,4132038,371883.42,918942.525
Acer rubrum,Max CL,Forest Service Admin Areas,White Mountain National Forest,4042866,3638579400,-21.727947,-10.695705,11.032242,-14.666044,3.596356,-59292852.31,4042866,100,0,0,0,0,0,0,0,0,4042866,363857.94,899111.1626
Acer rubrum,Max CL,Forest Service Admin Areas,Monongahela National Forest,5252916,4727624400,-19.757946,-8.706911,11.051035,-13.747461,4.298413,-72214258.08,5252916,100,0,0,0,0,0,0,0,0,5252916,472762.44,1168219.627
Acer rubrum,Max CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3451518,3106366200,-21.045622,-9.902604,11.143018,-13.009405,3.494065,-44902194.82,3451518,100,0,0,0,0,0,0,0,0,3451518,310636.62,767598.6199
Acer rubrum,Max CL,Forest Service Admin Areas,Ottawa National Forest,5962777,5366499300,-19.408354,-9.062341,10.346013,-12.581622,3.141615,-75021403.47,5962777,100,0,0,0,0,0,0,0,0,5962777,536649.93,1326088.81
Acer rubrum,Max CL,Forest Service Wilderness Areas,Allegheny Islands Wilderness,1254,1128600,-17.164444,-16.93177,0.232674,-17.058776,0.093261,-21391.7047,1254,100,0,0,0,0,0,0,0,0,1254,112.86,278.882703
Acer rubrum,Max CL,Forest Service Wilderness Areas,Bald Knob Wilderness,19992,17992800,-15.993233,-15.54286,0.450373,-15.788707,0.190253,-315647.8233,19992,100,0,0,0,0,0,0,0,0,19992,1799.28,4446.110844
