Species,CL_Value,Region,Region_Name,Count_Stats,Area_M2,Min,Max,Range,Mean,STD,Sum,LT-1_Count,LT-1_Percent,GT-1_LT0_Count,GT-1_LT0_Percent,GT0_LT1_Count,GT0_LT1_Percent,GT1_Count,GT1_Percent,Exc_Count,Exc_Percent,Count_Hist,Area_HA,Area_Acres
Fagus grandifolia,Max CL,Class I Areas,Moosehorn Wilderness BAR,11076,9968400,-12.656473,-12.457534,0.198939,-12.584177,0.084467,-139382.3458,11076,100,0,0,0,0,0,0,0,0,11076,996.84,2463.241482
Fagus grandifolia,Max CL,Ecoregions Combined,All Ecoregions,245371662,220834495800,-14.371856,5.897203,20.269059,-9.114039,2.485926,-2236326843,245350213,99.99125857,20165,0.008218145,108,4.40149E-05,1176,0.000479273,1284,0.000523288,245371662,22083449.58,54569308.08
Fagus grandifolia,Max CL,Ecoregions Level 2,Atlantic Highlands,124950867,112455780300,-14.195516,-1.29216,12.903356,-9.639234,1.867919,-1204430689,124950867,100,0,0,0,0,0,0,0,0,124950867,11245578.03,27788385.59
Fagus grandifolia,Max CL,Ecoregions Level 2,Mixed Wood Plains,97100388,87390349200,-14.371856,5.897203,20.269059,-9.150827,2.90148,-888548845.9,97078939,99.97791049,20165,0.020767167,108,0.000111225,1176,0.001211118,1284,0.001322343,97100388,8739034.92,21594592.24
Fagus grandifolia,Max CL,Ecoregions Level 2,Mixed Wood Shield,23320407,20988366300,-8.957886,-3.417399,5.540486,-6.146861,0.993652,-143347308.4,23320407,100,0,0,0,0,0,0,0,0,23320407,2098836.63,5186330.255
Fagus grandifolia,Max CL,Ecoregions Level 3,Acadian Plains and Hills,34003418,30603076200,-14.371856,-8.69693,5.674926,-12.301421,1.079422,-418290355.1,34003418,100,0,0,0,0,0,0,0,0,34003418,3060307.62,7562173.144
Fagus grandifolia,Max CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,11082720,9974448000,-12.894777,-1.313033,11.581744,-8.395707,2.151948,-93047265.77,11082720,100,0,0,0,0,0,0,0,0,11082720,997444.8,2464735.973
Fagus grandifolia,Max CL,Ecoregions Level 3,Erie Drift Plain,11750812,10575730800,-8.701816,-2.034513,6.667302,-5.911731,1.131486,-69467634.78,11750812,100,0,0,0,0,0,0,0,0,11750812,1057573.08,2613315.959
Fagus grandifolia,Max CL,Ecoregions Level 3,North Central Appalachians,19765076,17788568400,-9.702566,-2.740076,6.96249,-7.93202,0.853905,-156776975,19765076,100,0,0,0,0,0,0,0,0,19765076,1778856.84,4395644.194
Fagus grandifolia,Max CL,Ecoregions Level 3,North Central Hardwood Forests,3140124,2826111600,-8.680868,-1.657964,7.022904,-5.451825,0.915931,-17119406.12,3140124,100,0,0,0,0,0,0,0,0,3140124,282611.16,698346.3069
Fagus grandifolia,Max CL,Ecoregions Level 3,Northeastern Coastal Zone,8121720,7309548000,-12.858402,5.897203,18.755606,-9.239775,1.474737,-75042865.63,8120440,99.98423979,0,0,104,0.001280517,1176,0.014479691,1280,0.015760208,8121720,730954.8,1806225.859
Fagus grandifolia,Max CL,Ecoregions Level 3,Northern Allegheny Plateau,23137941,20824146900,-10.213163,-3.085228,7.127935,-8.164162,1.059435,-188901906.8,23137941,100,0,0,0,0,0,0,0,0,23137941,2082414.69,5145750.82
Fagus grandifolia,Max CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,105185791,94667211900,-14.195516,-1.29216,12.903356,-9.960031,1.832255,-1047653714,105185791,100,0,0,0,0,0,0,0,0,105185791,9466721.19,23392741.4
Fagus grandifolia,Max CL,Ecoregions Level 3,Northern Lakes and Forests,23320407,20988366300,-8.957886,-3.417399,5.540486,-6.146861,0.993652,-143347308.4,23320407,100,0,0,0,0,0,0,0,0,23320407,2098836.63,5186330.255
Fagus grandifolia,Max CL,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,5863653,5277287700,-9.133471,0.688089,9.82156,-4.549964,1.195905,-26679411.7,5843484,99.65603353,20165,0.343898249,4,6.82169E-05,0,0,4,6.82169E-05,5863653,527728.77,1304044.177
Fagus grandifolia,Max CL,Forest Service Admin Areas,Daniel Boone National Forest,4151442,3736297800,-8.724154,-3.691529,5.032624,-6.027973,1.036843,-25024780.25,4151442,100,0,0,0,0,0,0,0,0,4151442,373629.78,923257.8679
Fagus grandifolia,Max CL,Forest Service Admin Areas,George Washington and Jefferson National Forest,8519775,7667797500,-11.095366,-3.25774,7.837626,-8.590313,1.635752,-73187532.69,8519775,100,0,0,0,0,0,0,0,0,8519775,766779.75,1894751.101
Fagus grandifolia,Max CL,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,8070,7263000,-5.190791,-3.491987,1.698804,-4.22785,0.491425,-34118.74855,8070,100,0,0,0,0,0,0,0,0,8070,726.3,1794.723615
Fagus grandifolia,Max CL,Forest Service Admin Areas,Hiawatha National Forest,1556301,1400670900,-8.637829,-4.713662,3.924167,-6.761973,0.734282,-10523665.53,1556301,100,0,0,0,0,0,0,0,0,1556301,140067.09,346112.7827
Fagus grandifolia,Max CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,346803,312122700,-6.790917,-6.248395,0.542521,-6.533653,0.104561,-2265890.313,346803,100,0,0,0,0,0,0,0,0,346803,31212.27,77127.07978
Fagus grandifolia,Max CL,Forest Service Admin Areas,Wayne National Forest,2022733,1820459700,-8.550282,-5.188792,3.36149,-7.395419,0.338539,-14958958.93,2022733,100,0,0,0,0,0,0,0,0,2022733,182045.97,449844.6942
Fagus grandifolia,Max CL,Forest Service Admin Areas,Hoosier National Forest,1685173,1516655700,-6.838302,-2.78123,4.057072,-5.355264,0.807046,-9024546.808,1685173,100,0,0,0,0,0,0,0,0,1685173,151665.57,374773.2067
Fagus grandifolia,Max CL,Forest Service Admin Areas,Huron-Manistee National Forest,3267975,2941177500,-7.99134,-1.01681,6.974529,-5.580893,1.130252,-18238220.15,3267975,100,0,0,0,0,0,0,0,0,3267975,294117.75,726779.6661
Fagus grandifolia,Max CL,Forest Service Admin Areas,Shawnee National Forest,423720,381348000,-7.863124,-2.953671,4.909453,-4.326978,0.505852,-1833427.189,423720,100,0,0,0,0,0,0,0,0,423720,38134.8,94232.99754
Fagus grandifolia,Max CL,Forest Service Admin Areas,Allegheny National Forest,2730487,2457438300,-8.766249,-7.610443,1.155806,-8.356837,0.236846,-22818236.14,2730487,100,0,0,0,0,0,0,0,0,2730487,245743.83,607245.2911
Fagus grandifolia,Max CL,Forest Service Admin Areas,White Mountain National Forest,3961979,3565781100,-12.727947,-6.195706,6.532241,-9.691341,1.975873,-38396890.43,3961979,100,0,0,0,0,0,0,0,0,3961979,356578.11,881122.3387
Fagus grandifolia,Max CL,Forest Service Admin Areas,Monongahela National Forest,6262227,5636004300,-10.757946,-4.206911,6.551035,-7.129449,2.05264,-44646227.77,6262227,100,0,0,0,0,0,0,0,0,6262227,563600.43,1392684.843
Fagus grandifolia,Max CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3354260,3018834000,-12.079198,-4.690125,7.389072,-7.592292,1.743965,-25466521.57,3354260,100,0,0,0,0,0,0,0,0,3354260,301883.4,745968.9756
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Allegheny Islands Wilderness,58,52200,-8.164443,-7.931771,0.232672,-7.975899,0.091214,-462.602123,58,100,0,0,0,0,0,0,0,0,58,5.22,12.898881
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Bald Knob Wilderness,3264,2937600,-3.993233,-3.54286,0.450373,-3.718321,0.183976,-12136.60004,3264,100,0,0,0,0,0,0,0,0,3264,293.76,725.895648
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Barbours Creek Wilderness,12205,10984500,-9.219086,-5.812774,3.406312,-8.576464,1.138646,-104675.7476,12205,100,0,0,0,0,0,0,0,0,12205,1098.45,2714.324873
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Beartown Wilderness,22682,20413800,-9.210526,-6.098744,3.111782,-7.350412,1.472088,-166722.05,22682,100,0,0,0,0,0,0,0,0,22682,2041.38,5044.352049
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Beaver Creek Wilderness,14433,12989700,-5.782623,-5.457772,0.324851,-5.656567,0.097119,-81641.22615,14433,100,0,0,0,0,0,0,0,0,14433,1298.97,3209.819819
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Big Branch Wilderness,30226,27203400,-9.942942,-6.271362,3.671579,-6.983492,1.012146,-211083.0407,30226,100,0,0,0,0,0,0,0,0,30226,2720.34,6722.096157
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Big Draft Wilderness,19954,17958600,-10.393378,-10.21639,0.176989,-10.27777,0.06512,-205082.6283,19954,100,0,0,0,0,0,0,0,0,19954,1795.86,4437.659853
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Delirium Wilderness,2927,2634300,-6.898975,-6.038604,0.860371,-6.659039,0.229073,-19491.00605,2927,100,0,0,0,0,0,0,0,0,2927,263.43,650.9487015
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Dolly Sods Wilderness,67440,60696000,-8.267435,-4.206911,4.060524,-5.859741,1.657247,-395180.952,67440,100,0,0,0,0,0,0,0,0,67440,6069.6,14998.28508
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Garden Mountain Wilderness,10444,9399600,-9.098743,-8.378036,0.720708,-8.918447,0.166715,-93144.26534,10444,100,0,0,0,0,0,0,0,0,10444,939.96,2322.688158
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Garden of the Gods Wilderness,338,304200,-7.836784,-4.038527,3.798257,-4.271658,0.808711,-1443.820548,338,100,0,0,0,0,0,0,0,0,338,30.42,75.169341
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,George D. Aiken Wilderness,21179,19061100,-6.302073,-5.661193,0.64088,-6.15651,0.083577,-130388.7241,21179,100,0,0,0,0,0,0,0,0,21179,1906.11,4710.093116
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Glastenbury Wilderness,100099,90089100,-9.935329,-5.542434,4.392896,-6.341908,0.97309,-634818.6801,100099,100,0,0,0,0,0,0,0,0,100099,9008.91,22261.46706
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Great Gulf Wilderness,18718,16846200,-10.819469,-6.668925,4.150544,-7.368312,0.52728,-137920.0599,18718,100,0,0,0,0,0,0,0,0,18718,1684.62,4162.780251
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Hickory Creek Wilderness,34670,31203000,-8.337647,-8.036975,0.300673,-8.072064,0.042689,-279858.4733,34670,100,0,0,0,0,0,0,0,0,34670,3120.3,7710.417315
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,32,28800,-6.835911,-6.68558,0.150331,-6.698021,0.039426,-214.336669,32,100,0,0,0,0,0,0,0,0,32,2.88,7.116624
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,17061,15354900,-9.116076,-8.454571,0.661505,-8.654933,0.170882,-147661.8111,17061,100,0,0,0,0,0,0,0,0,17061,1535.49,3794.272565
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,James River Face Wilderness,17190,15471000,-10.137119,-6.35206,3.785059,-7.792967,1.484579,-133961.0945,17190,100,0,0,0,0,0,0,0,0,17190,1547.1,3822.961455
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Joseph Battell Wilderness,55363,49826700,-9.861008,-6.520377,3.340631,-6.762181,0.492251,-374374.645,55363,100,0,0,0,0,0,0,0,0,55363,4982.67,12312.4267
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Breadloaf Wilderness,112212,100990800,-9.7082,-6.34097,3.367229,-6.726318,0.798874,-754773.6313,112212,100,0,0,0,0,0,0,0,0,112212,10099.08,24955.33163
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16474,14826600,-9.88227,-6.692679,3.18959,-8.286036,1.527028,-136504.1507,16474,100,0,0,0,0,0,0,0,0,16474,1482.66,3663.726993
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Brush Mountain East Wilderness,11521,10368900,-9.598351,-6.46064,3.137711,-7.987926,1.500583,-92028.8925,11521,100,0,0,0,0,0,0,0,0,11521,1036.89,2562.207035
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Brush Mountain Wilderness,15157,13641300,-9.514544,-6.283995,3.230548,-8.720603,1.252689,-132178.1759,15157,100,0,0,0,0,0,0,0,0,15157,1364.13,3370.833437
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50148,45133200,-12.3445,-9.036772,3.307728,-11.565459,1.248434,-579984.6595,50148,100,0,0,0,0,0,0,0,0,50148,4513.32,11152.63939
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Charles C. Deam Wilderness,46721,42048900,-6.030896,-5.128563,0.902333,-5.33683,0.307646,-249342.0516,46721,100,0,0,0,0,0,0,0,0,46721,4204.89,10390.49343
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Clear Springs Wilderness,4115,3703500,-4.567132,-3.604012,0.96312,-4.031548,0.42397,-16589.8183,4115,100,0,0,0,0,0,0,0,0,4115,370.35,915.1533675
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Clifty Wilderness,16409,14768100,-7.50841,-6.942898,0.565513,-7.151392,0.238893,-117347.1837,16409,100,0,0,0,0,0,0,0,0,16409,1476.81,3649.271351
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Cranberry Wilderness,211454,190308600,-8.809706,-4.780122,4.029584,-5.23047,0.440292,-1106003.782,211454,100,0,0,0,0,0,0,0,0,211454,19030.86,47026.2066
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Big Island Lake Wilderness,14790,13311000,-7.023316,-6.542411,0.480905,-6.803095,0.201522,-100617.7753,14790,100,0,0,0,0,0,0,0,0,14790,1331.1,3289.214655
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,23391,21051900,-9.351127,-5.253836,4.097291,-6.62557,1.634514,-154978.6982,23391,100,0,0,0,0,0,0,0,0,23391,2105.19,5202.02975
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Lye Brook Wilderness,80863,72776700,-9.797112,-5.404727,4.392385,-5.720183,0.714611,-462551.1596,80863,100,0,0,0,0,0,0,0,0,80863,7277.67,17983.48645
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Mackinac Wilderness,8125,7312500,-6.955159,-6.708679,0.24648,-6.789877,0.067221,-55167.75367,8125,100,0,0,0,0,0,0,0,0,8125,731.25,1806.955313
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Mountain Lake Wilderness,63310,56979000,-9.202044,-8.709497,0.492547,-8.866742,0.115689,-561353.4102,63310,100,0,0,0,0,0,0,0,0,63310,5697.9,14079.7958
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Kimberling Creek Wilderness,10136,9122400,-9.398911,-8.772476,0.626434,-8.987555,0.254131,-91097.86067,10136,100,0,0,0,0,0,0,0,0,10136,912.24,2254.190652
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Laurel Fork North Wilderness,26535,23881500,-5.069375,-4.796931,0.272444,-4.876717,0.093068,-129403.6936,26535,100,0,0,0,0,0,0,0,0,26535,2388.15,5901.238058
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Laurel Fork South Wilderness,25016,22514400,-5.257928,-4.859161,0.398767,-5.056086,0.115384,-126483.0486,25016,100,0,0,0,0,0,0,0,0,25016,2251.44,5563.420812
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Lewis Fork Wilderness,26614,23952600,-5.784636,-4.787848,0.996787,-5.121988,0.292732,-136316.5885,26614,100,0,0,0,0,0,0,0,0,26614,2395.26,5918.807223
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Little Dry Run Wilderness,9544,8589600,-9.200006,-9.101898,0.098108,-9.151404,0.020712,-87340.99758,9544,100,0,0,0,0,0,0,0,0,9544,858.96,2122.533108
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,136,122400,-4.334791,-4.334791,0,-4.334791,0,-589.531601,136,100,0,0,0,0,0,0,0,0,136,12.24,30.245652
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Otter Creek Wilderness,88470,79623000,-8.838128,-5.0441,3.794028,-5.419892,0.627926,-479497.8675,88470,100,0,0,0,0,0,0,0,0,88470,7962.3,19675.24142
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Pemigewasset Wilderness,204265,183838500,-10.91692,-6.606773,4.310146,-7.472667,0.943045,-1526404.29,204265,100,0,0,0,0,0,0,0,0,204265,18383.85,45427.41254
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,121025,108922500,-11.350826,-6.195706,5.15512,-7.864178,1.670361,-951762.1316,121025,100,0,0,0,0,0,0,0,0,121025,10892.25,26915.29436
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Priest Wilderness,21237,19113300,-8.667748,-5.196356,3.471393,-6.511691,1.446029,-138288.7864,21237,100,0,0,0,0,0,0,0,0,21237,1911.33,4722.991997
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Raccoon Branch Wilderness,16324,14691600,-9.263556,-8.487453,0.776103,-8.714481,0.319935,-142255.1915,16324,100,0,0,0,0,0,0,0,0,16324,1469.16,3630.367818
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Peru Peak Wilderness,34933,31439700,-6.797709,-6.271362,0.526347,-6.499455,0.200387,-227045.4634,34933,100,0,0,0,0,0,0,0,0,34933,3143.97,7768.907069
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Peters Mountain Wilderness,17118,15406200,-10.227798,-8.77796,1.449839,-9.575898,0.44777,-163920.2238,17118,100,0,0,0,0,0,0,0,0,17118,1540.62,3806.949051
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Sandwich Range Wilderness,158015,142213500,-11.656507,-7.445915,4.210593,-8.157543,0.971859,-1289014.168,158015,100,0,0,0,0,0,0,0,0,158015,14221.35,35141.66692
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Shawvers Run Wilderness,23307,20976300,-9.381231,-6.034119,3.347112,-9.090534,0.424366,-211873.0864,23307,100,0,0,0,0,0,0,0,0,23307,2097.63,5183.348612
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Spice Run Wilderness,20445,18400500,-10.205093,-10.052517,0.152576,-10.084396,0.044609,-206175.4787,20445,100,0,0,0,0,0,0,0,0,20445,1840.05,4546.855553
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Stone Mountain Wilderness,10463,9416700,-9.18626,-5.38006,3.8062,-7.586803,1.34698,-79380.72405,10463,100,0,0,0,0,0,0,0,0,10463,941.67,2326.913654
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Three Ridges Wilderness,15072,13564800,-8.196356,-4.387241,3.809114,-5.337148,1.027124,-80441.50141,15072,100,0,0,0,0,0,0,0,0,15072,1356.48,3351.929904
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Thunder Ridge Wilderness,9813,8831700,-9.353579,-6.269284,3.084294,-6.50194,0.670798,-63803.53915,9813,100,0,0,0,0,0,0,0,0,9813,883.17,2182.357229
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Ramseys Draft Wilderness,25497,22947300,-9.690031,-9.286369,0.403662,-9.474326,0.178013,-241566.8867,25497,100,0,0,0,0,0,0,0,0,25497,2294.73,5670.392567
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Rich Hole Wilderness,15729,14156100,-10.26783,-7.051674,3.216156,-9.882447,0.711997,-155441.005,15729,100,0,0,0,0,0,0,0,0,15729,1415.61,3498.043091
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Rock River Canyon Wilderness,21026,18923400,-8.476469,-5.67035,2.806119,-6.773042,1.208136,-142409.9716,21026,100,0,0,0,0,0,0,0,0,21026,1892.34,4676.066757
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Rough Mountain Wilderness,18170,16353000,-10.905123,-6.740007,4.165116,-10.74069,0.415339,-195158.3412,18170,100,0,0,0,0,0,0,0,0,18170,1635.3,4040.908065
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Saint Mary's Wilderness,30938,27844200,-9.753042,-4.94567,4.807372,-8.30693,1.113493,-256999.8071,30938,100,0,0,0,0,0,0,0,0,30938,2784.42,6880.441041
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Roaring Plains West Wilderness,28321,25488900,-8.596684,-4.507066,4.089619,-5.319407,1.033989,-150650.9229,28321,100,0,0,0,0,0,0,0,0,28321,2548.89,6298.434635
Fagus grandifolia,Max CL,Forest Service Wilderness Areas,Wild River Wilderness,106992,96292800,-12.06374,-7.703279,4.360461,-9.263223,1.621767,-991090.7302,106992,100,0,0,0,0,0,0,0,0,106992,9629.28,23794.43234
Fagus grandifolia,Max CL,States,Connecticut,3499860,3149874000,-10.604808,-4.509713,6.095095,-8.478396,0.841098,-29673198.82,3499860,100,0,0,0,0,0,0,0,0,3499860,314987.4,778349.6148
Fagus grandifolia,Max CL,States,Delaware,379274,341346600,-7.799863,1.548046,9.347909,-3.16198,1.441498,-1199256.967,357450,94.24584865,21742,5.732531099,0,0,82,0.021620253,82,0.021620253,379274,34134.66,84348.45159
Fagus grandifolia,Max CL,States,District of Columbia,9335,8401500,-1.423783,0.87349,2.297274,-0.060956,0.593826,-569.022271,856,9.169791109,6493,69.55543653,1986,21.27477236,0,0,1986,21.27477236,9335,840.15,2076.052658
Fagus grandifolia,Max CL,States,Illinois,1602122,1441909800,-9.608379,0.245263,9.853642,-4.374471,1.265817,-7008435.931,1599544,99.83908841,0,0,2578,0.160911591,0,0,2578,0.160911591,1602122,144190.98,356303.1211
Fagus grandifolia,Max CL,States,Indiana,16348763,14713886700,-8.398009,1.786317,10.184326,-5.313357,1.024718,-86866807.17,16316113,99.8002907,22735,0.139062509,9239,0.056511921,676,0.004134869,9915,0.06064679,16348763,1471388.67,3635874.973
Fagus grandifolia,Max CL,States,Kentucky,30914134,27822720600,-9.714617,2.315256,12.029873,-5.453278,1.358128,-168583362.9,30846044,99.77974476,36797,0.119029697,19520,0.063142639,11773,0.038082904,31293,0.101225543,30914134,2782272.06,6875133.374
Fagus grandifolia,Max CL,States,Maine,67723821,60951438900,-14.371856,-7.948326,6.42353,-11.544335,1.391562,-781826486.6,67723821,100,0,0,0,0,0,0,0,0,67723821,6095143.89,15061405.31
Fagus grandifolia,Max CL,States,Maryland,5096746,4587071400,-10.147022,1.760903,11.907926,-6.004664,2.384672,-30604246.62,4975644,97.62393496,81467,1.598412006,37355,0.732918611,2280,0.044734425,39635,0.777653036,5096746,458707.14,1133488.278
Fagus grandifolia,Max CL,States,Massachusetts,6205630,5585067000,-12.679186,-3.971497,8.707689,-9.09478,0.934052,-56438842.41,6205630,100,0,0,0,0,0,0,0,0,6205630,558506.7,1380097.981
Fagus grandifolia,Max CL,States,Michigan,30157206,27141485400,-9.133471,1.543377,10.676847,-5.672565,1.302205,-171068700.4,30083449,99.75542496,63533,0.2106727,9446,0.03132253,778,0.002579815,10224,0.033902345,30157206,2714148.54,6706796.75
Fagus grandifolia,Max CL,States,New Hampshire,17637215,15873493500,-13.428177,-6.195706,7.232471,-10.750475,1.510858,-189608436.2,17637215,100,0,0,0,0,0,0,0,0,17637215,1587349.35,3922419.611
Fagus grandifolia,Max CL,States,New Jersey,3613157,3251841300,-10.548515,5.73884,16.287355,-6.172717,1.447905,-22302993.87,3579007,99.05484317,25666,0.710348319,3022,0.083638768,5462,0.151169739,8484,0.234808507,3613157,325184.13,803546.2444
Fagus grandifolia,Max CL,States,New York,64545630,58091067000,-12.894777,5.897203,18.791981,-8.654263,1.814121,-558594880.3,64538644,99.98917665,2370,0.003671821,228,0.000353238,4388,0.006798291,4616,0.00715153,64545630,5809106.7,14354593.11
Fagus grandifolia,Max CL,States,Ohio,28989365,26090428500,-8.89351,2.484819,11.378329,-6.438673,1.302468,-186653035.7,28856820,99.5427806,58148,0.200583904,28839,0.09948131,45558,0.157154184,74397,0.256635494,28989365,2609042.85,6447075.334
Fagus grandifolia,Max CL,States,Pennsylvania,54780628,49302565200,-9.654261,3.1094,12.76366,-7.230405,1.36286,-396086108.1,54582323,99.63800159,114320,0.20868691,57060,0.104160909,26925,0.049150587,83985,0.153311495,54780628,4930256.52,12182910.37
Fagus grandifolia,Max CL,States,Rhode Island,266011,239409900,-12.348731,-6.47968,5.869051,-9.517787,1.438717,-2531835.979,266011,100,0,0,0,0,0,0,0,0,266011,23940.99,59159.38334
Fagus grandifolia,Max CL,States,Vermont,19529696,17576726400,-12.813438,-5.089007,7.724431,-9.636927,1.881007,-188206246.3,19529696,100,0,0,0,0,0,0,0,0,19529696,1757672.64,4343296.977
Fagus grandifolia,Max CL,States,Virginia,37347560,33612804000,-11.095366,-0.019723,11.075644,-7.169107,1.606821,-267748663.7,37333427,99.96215817,14133,0.03784183,0,0,0,0,0,0,37347560,3361280.4,8305891.932
Fagus grandifolia,Max CL,States,West Virginia,42609988,38348989200,-10.850655,-3.480647,7.370008,-8.141804,1.541893,-346922158.3,42609988,100,0,0,0,0,0,0,0,0,42609988,3834898.92,9476226.976
Fagus grandifolia,Max CL,States,Wisconsin,4289942,3860947800,-9.621451,0.90227,10.523722,-5.458934,1.495133,-23418510.58,4282230,99.82023067,5407,0.126039,2305,0.05373033,0,0,2305,0.05373033,4289942,386094.78,954059.5061
Fagus grandifolia,Min CL,Class I Areas,Presidential Range-Dry River Wilderness,122287,110058300,-8.350826,-3.195706,5.15512,-4.878314,1.680994,-596554.3493,122287,100,0,0,0,0,0,0,0,0,122287,11005.83,27195.95622
Fagus grandifolia,Min CL,Class I Areas,Otter Creek Wilderness,85283,76754700,-5.838128,-2.0441,3.794028,-2.39811,0.622011,-204518.0399,85283,100,0,0,0,0,0,0,0,0,85283,7675.47,18966.47014
Fagus grandifolia,Min CL,Class I Areas,Lye Brook Wilderness,70825,63742500,-6.797111,-2.404727,4.392384,-2.751249,0.815357,-194857.2128,70825,100,0,0,0,0,0,0,0,0,70825,6374.25,15751.09046
Fagus grandifolia,Min CL,Class I Areas,James River Face Wilderness,17151,15435900,-7.137119,-3.35206,3.785059,-4.795117,1.485368,-82241.04995,17151,100,0,0,0,0,0,0,0,0,17151,1543.59,3814.28807
Fagus grandifolia,Min CL,Class I Areas,Great Gulf Wilderness,19050,17145000,-7.81947,-3.668925,4.150545,-4.363579,0.504422,-83126.17102,19050,100,0,0,0,0,0,0,0,0,19050,1714.5,4236.615225
Fagus grandifolia,Min CL,Class I Areas,Dolly Sods Wilderness,43387,39048300,-5.267435,-1.281534,3.985901,-3.530884,1.570462,-153194.4461,43387,100,0,0,0,0,0,0,0,0,43387,3904.83,9649.030172
Fagus grandifolia,Min CL,Class I Areas,Shenandoah NP,586580,527922000,-5.963041,1.90888,7.871922,-2.39264,1.637781,-1403474.982,541359,92.29073613,16738,2.85348972,2623,0.447168332,25860,4.408605817,28483,4.855774148,586580,52792.2,130452.1658
Fagus grandifolia,Min CL,Class I Areas,Acadia NP,37900,34110000,-11.197096,-8.015055,3.182041,-10.0586,1.417314,-381220.9512,37900,100,0,0,0,0,0,0,0,0,37900,3411,8428.75155
Fagus grandifolia,Min CL,Class I Areas,Mammoth Cave NP,71434,64290600,-4.231625,-0.357536,3.874088,-1.0258,0.811644,-73276.99465,28360,39.70098273,43074,60.29901727,0,0,0,0,0,0,71434,6429.06,15886.52871
