Species,CL_Value,Region,Region_Name,Count_Stats,Area_M2,Min,Max,Range,Mean,STD,Sum,Lo_Count,Lo_Percent,Hi_Count,Hi_Percent,Count_Hist,Area_HA,Area_Acres
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Headwaters Wilderness,45460,40914000,11,11,0,11,0,500060,45460,100,0,0,45460,4091.4,10110.05397
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,14058,12652200,11,11,0,11,0,154638,14058,100,0,0,14058,1265.22,3126.421881
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,30301,27270900,11,14.5,3.5,13.561615,1.550413,410930.5,8124,26.81099634,22177,73.18900366,30301,2727.09,6738.775745
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,James River Face Wilderness,29711,26739900,11,14.5,3.5,13.120309,1.710372,389817.5,11712,39.41974353,17999,60.58025647,29711,2673.99,6607.56299
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Kimberling Creek Wilderness,19456,17510400,11,14.5,3.5,14.287906,0.835072,277985.5,1179,6.059827303,18277,93.9401727,19456,1751.04,4326.907392
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Laurel Fork North Wilderness,26638,23974200,11,11,0,11,0,293018,26638,100,0,0,26638,2397.42,5924.144691
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Laurel Fork South Wilderness,25037,22533300,11,11,0,11,0,275407,25037,100,0,0,25037,2253.33,5568.091097
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Lewis Fork Wilderness,9667,8700300,11,11,0,11,0,106337,9667,100,0,0,9667,870.03,2149.887632
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Little Dry Run Wilderness,5759,5183100,11,14.5,3.5,13.317329,1.655487,76694.5,1946,33.79058864,3813,66.20941136,5759,518.31,1280.769926
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Little Wilson Creek Wilderness,4913,4421700,11,14.5,3.5,11.024934,0.294358,54165.5,4878,99.28760432,35,0.712395685,4913,442.17,1092.624179
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Lusk Creek Wilderness,24856,22370400,14.5,14.5,0,14.5,0,360412,0,0,24856,100,24856,2237.04,5527.837692
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Mackinac Wilderness,28781,25902900,11,11,0,11,0,316591,28781,100,0,0,28781,2590.29,6400.736105
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,McCormick Wilderness,55549,49994100,11,11,0,11,0,611039,55549,100,0,0,55549,4999.41,12353.79208
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Mountain Lake Wilderness,58120,52308000,11,14.5,3.5,12.635883,1.746275,734397.5,30955,53.26049553,27165,46.73950447,58120,5230.8,12925.56834
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Nordhouse Dunes Wilderness,508,457200,11,11,0,11,0,5588,508,100,0,0,508,45.72,112.976406
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Otter Creek Wilderness,64430,57987000,11,11,0,11,0,708730,64430,100,0,0,64430,5798.7,14328.87764
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Panther Den Wilderness,4098,3688200,14.5,14.5,0,14.5,0,59421,0,0,4098,100,4098,368.82,911.372661
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Peters Mountain Wilderness,18244,16419600,11,14.5,3.5,12.994025,1.732903,237063,7850,43.02784477,10394,56.97215523,18244,1641.96,4057.365258
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Porcupine Lake Wilderness,11405,10264500,11,11,0,11,0,125455,11405,100,0,0,11405,1026.45,2536.409273
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Priest Wilderness,23490,21141000,11,14.5,3.5,11.310068,0.994533,265673.5,21409,91.14091103,2081,8.859088974,23490,2114.1,5224.046805
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Raccoon Branch Wilderness,5876,5288400,11,14.5,3.5,11.729663,1.421764,68923.5,4651,79.15248468,1225,20.84751532,5876,528.84,1306.790082
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Rainbow Lake Wilderness,23702,21331800,11,11,0,11,0,260722,23702,100,0,0,23702,2133.18,5271.194439
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Ramseys Draft Wilderness,28461,25614900,11,11,0,11,0,313071,28461,100,0,0,28461,2561.49,6329.569865
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Rich Hole Wilderness,25493,22943700,11,14.5,3.5,12.729612,1.749881,324516,12895,50.58251285,12598,49.41748715,25493,2294.37,5669.502989
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Roaring Plains West Wilderness,18562,16705800,11,11,0,11,0,204182,18562,100,0,0,18562,1670.58,4128.086709
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Rock River Canyon Wilderness,22208,19987200,11,11,0,11,0,244288,22208,100,0,0,22208,1998.72,4938.937056
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Rough Mountain Wilderness,29766,26789400,14.5,14.5,0,14.5,0,431607,0,0,29766,100,29766,2678.94,6619.794687
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Saint Mary's Wilderness,37188,33469200,11,14.5,3.5,13.425473,1.614384,499266.5,11417,30.70076369,25771,69.29923631,37188,3346.92,8270.406666
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Shawvers Run Wilderness,13096,11786400,11,14.5,3.5,12.599,1.743473,164996.5,7113,54.31429444,5983,45.68570556,13096,1178.64,2912.478372
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Spice Run Wilderness,17928,16135200,11,14.5,3.5,11.642877,1.355278,208733.5,14635,81.63208389,3293,18.36791611,17928,1613.52,3987.088596
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Stone Mountain Wilderness,12978,11680200,11,14.5,3.5,11.18096,0.774993,145106.5,12307,94.82971182,671,5.17028818,12978,1168.02,2886.235821
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,54112,48700800,11,11,0,11,0,595232,54112,100,0,0,54112,4870.08,12034.21118
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Sylvania Wilderness,27703,24932700,11,11,0,11,0,304733,27703,100,0,0,27703,2493.27,6160.994834
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Three Ridges Wilderness,17814,16032600,11,14.5,3.5,11.274868,0.941534,200850.5,16415,92.14662625,1399,7.853373751,17814,1603.26,3961.735623
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Thunder Ridge Wilderness,7824,7041600,11,14.5,3.5,11.069785,0.489263,86610,7668,98.00613497,156,1.993865031,7824,704.16,1740.014568
Fraxinus pennsylvanica,Min CL,Forest Service Wilderness Areas,Whisker Lake Wilderness,21601,19440900,11,11,0,11,0,237611,21601,100,0,0,21601,1944.09,4803.943595
Fraxinus pennsylvanica,Min CL,States,Connecticut,8695251,7825725900,11,14.5,3.5,14.220522,0.948718,123651005.5,694324,7.985094392,8000927,92.01490561,8695251,782572.59,1933775.999
Fraxinus pennsylvanica,Min CL,States,Delaware,782747,704472300,14.5,14.5,0,14.5,0,11349831.5,0,0,782747,100,782747,70447.23,174078.6277
Fraxinus pennsylvanica,Min CL,States,District of Columbia,9915,8923500,14.5,14.5,0,14.5,0,143767.5,0,0,9915,100,9915,892.35,2205.041468
Fraxinus pennsylvanica,Min CL,States,Illinois,22639157,20375241300,14.5,14.5,0,14.5,0,328267776.5,0,0,22639157,100,22639157,2037524.13,5034824.001
Fraxinus pennsylvanica,Min CL,States,Indiana,18181372,16363234800,14.5,14.5,0,14.5,0,263629894,0,0,18181372,100,18181372,1636323.48,4043437.135
Fraxinus pennsylvanica,Min CL,States,Iowa,12051716,10846544400,11,14.5,3.5,14.005044,1.219576,168784807.5,1704307,14.1416127,10347409,85.8583873,12051716,1084654.44,2680235.354
Fraxinus pennsylvanica,Min CL,States,Kentucky,57187133,51468419700,11,14.5,3.5,14.457877,0.381649,826804536,688255,1.203513734,56498878,98.79648627,57187133,5146841.97,12718103.85
Fraxinus pennsylvanica,Min CL,States,Maine,13546552,12191896800,11,14.5,3.5,11.236232,0.87807,152212202.5,12632229,93.25051127,914323,6.749488726,13546552,1219189.68,3012678.659
Fraxinus pennsylvanica,Min CL,States,Maryland,7077768,6369991200,11,14.5,3.5,13.941884,1.281372,98677417,1128634,15.94618529,5949134,84.05381471,7077768,636999.12,1574056.675
Fraxinus pennsylvanica,Min CL,States,Massachusetts,11381820,10243638000,11,14.5,3.5,13.397504,1.625804,152487983.5,3585259,31.49987436,7796561,68.50012564,11381820,1024363.8,2531254.168
Fraxinus pennsylvanica,Min CL,States,Michigan,72756260,65480634000,11,14.5,3.5,11.857345,1.505213,862696066.5,54934201,75.5044322,17822059,24.4955678,72756260,6548063.4,16180592.06
Fraxinus pennsylvanica,Min CL,States,Minnesota,50357634,45321870600,11,14.5,3.5,11.739781,1.428971,591187582,39713746,78.86340728,10643888,21.13659272,50357634,4532187.06,11199260.83
Fraxinus pennsylvanica,Min CL,States,New Hampshire,4665089,4198580100,11,14.5,3.5,13.22409,1.684559,61691557.5,1700638,36.4545671,2964451,63.5454329,4665089,419858.01,1037490.136
Fraxinus pennsylvanica,Min CL,States,New Jersey,5520697,4968627300,11,14.5,3.5,13.92525,1.296645,76877087,906577,16.42142287,4614120,83.57857713,5520697,496862.73,1227772.649
Fraxinus pennsylvanica,Min CL,States,New York,21107810,18997029000,11,14.5,3.5,13.256486,1.675104,279815380,7499390,35.52898193,13608420,64.47101807,21107810,1899702.9,4694260.851
Fraxinus pennsylvanica,Min CL,States,Ohio,27426348,24683713200,11,14.5,3.5,14.499549,0.039722,397669680.5,3533,0.012881773,27422815,99.98711823,27426348,2468371.32,6099468.95
Fraxinus pennsylvanica,Min CL,States,Pennsylvania,22208273,19987445700,11,14.5,3.5,13.543383,1.559822,300775147.5,6069946,27.33191365,16138327,72.66808635,22208273,1998744.57,4938997.77
Fraxinus pennsylvanica,Min CL,States,Rhode Island,1587092,1428382800,14.5,14.5,0,14.5,0,23012834,0,0,1587092,100,1587092,142838.28,352960.5318
Fraxinus pennsylvanica,Min CL,States,Vermont,1254853,1129367700,11,14.5,3.5,11.992733,1.577671,15049117,898929,71.63619962,355924,28.36380038,1254853,112936.77,279072.4055
Fraxinus pennsylvanica,Min CL,States,Virginia,46660252,41994226800,11,14.5,3.5,14.004913,1.219711,653472747.5,6600259,14.14535652,40059993,85.85464348,46660252,4199422.68,10376983.41
Fraxinus pennsylvanica,Min CL,States,West Virginia,42438882,38194993800,11,14.5,3.5,13.639551,1.50705,578847309,10433280,24.584248,32005602,75.415752,42438882,3819499.38,9438173.943
Fraxinus pennsylvanica,Min CL,States,Wisconsin,63403144,57062829600,11,14.5,3.5,12.444598,1.723145,789026661.5,37233979,58.7257613,26169165,41.2742387,63403144,5706282.96,14100510.51
Juglans cinerea,Min CL,Class I Areas,Dolly Sods Wilderness,43809,39428100,7,7,0,7,0,306663,43809,100,0,0,43809,3942.81,9742.880651
Juglans cinerea,Min CL,Class I Areas,James River Face Wilderness,29849,26864100,7,7,0,7,0,208943,29849,100,0,0,29849,2686.41,6638.253431
Juglans cinerea,Min CL,Class I Areas,Lye Brook Wilderness,70839,63755100,7,7,0,7,0,495873,70839,100,0,0,70839,6375.51,15754.20399
Juglans cinerea,Min CL,Class I Areas,Mammoth Cave NP,170105,153094500,7,7,0,7,0,1190735,170105,100,0,0,170105,15309.45,37830.41642
Juglans cinerea,Min CL,Class I Areas,Otter Creek Wilderness,66438,59794200,7,7,0,7,0,465066,66438,100,0,0,66438,5979.42,14775.44579
Juglans cinerea,Min CL,Class I Areas,Shenandoah NP,679345,611410500,7,12.5,5.5,7.01352,0.272359,4764600,677675,99.75417498,1670,0.245825023,679345,61141.05,151082.5916
Juglans cinerea,Min CL,Ecoregions Combined,All Ecoregions,192547577,173292819300,7,12.5,5.5,8.533858,2.466475,1643173651,138849284,72.11167555,53698293,27.88832445,192547577,17329281.93,42821522.11
Juglans cinerea,Min CL,Ecoregions Level 2,Atlantic Highlands,83053494,74748144600,7,12.5,5.5,7.48246,1.555881,621444482.5,75768035,91.22799217,7285459,8.772007834,83053494,7474814.46,18470640.27
Juglans cinerea,Min CL,Ecoregions Level 2,Mixed Wood Plains,105107438,94596694200,7,12.5,5.5,9.415906,2.72963,989681742,58938406,56.0744388,46169032,43.9255612,105107438,9459669.42,23375316.12
Juglans cinerea,Min CL,Ecoregions Level 2,Mixed Wood Shield,4386645,3947980500,7,12.5,5.5,7.30568,1.26008,32047426,4142843,94.4421762,243802,5.557823804,4386645,394798.05,975565.7215
Juglans cinerea,Min CL,Ecoregions Level 3,Acadian Plains and Hills,3472479,3125231100,7,12.5,5.5,7.638894,1.762309,26525899,3069107,88.38374545,403372,11.61625455,3472479,312523.11,772260.231
Juglans cinerea,Min CL,Ecoregions Level 3,Driftless Area,12341916,11107724400,7,12.5,5.5,10.491208,2.648228,129481605.5,4507699,36.52349441,7834217,63.47650559,12341916,1110772.44,2744774.238
Juglans cinerea,Min CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,10705194,9634674600,7,12.5,5.5,9.961131,2.741883,106635844.5,4941651,46.16124659,5763543,53.83875341,10705194,963467.46,2380776.267
Juglans cinerea,Min CL,Ecoregions Level 3,Erie Drift Plain,12305519,11074967100,7,12.5,5.5,10.541862,2.633525,129723080.5,4381074,35.60251299,7924445,64.39748701,12305519,1107496.71,2736679.745
Juglans cinerea,Min CL,Ecoregions Level 3,North Central Appalachians,25366076,22829468400,7,12.5,5.5,7.603868,1.719482,192880290.5,22581029,89.02058403,2785047,10.97941597,25366076,2282946.84,5641275.789
Juglans cinerea,Min CL,Ecoregions Level 3,North Central Hardwood Forests,12931894,11638704600,7,12.5,5.5,11.1138,2.388001,143722481,3259308,25.20363993,9672586,74.79636007,12931894,1163870.46,2875982.1
Juglans cinerea,Min CL,Ecoregions Level 3,Northeastern Coastal Zone,18502608,16652347200,7,12.5,5.5,7.58228,1.692184,140291947.5,16543755,89.41309787,1958853,10.58690213,18502608,1665234.72,4114878.255
Juglans cinerea,Min CL,Ecoregions Level 3,Northern Allegheny Plateau,29789816,26810834400,7,12.5,5.5,8.672338,2.530048,258347343.5,20731883,69.59386053,9057933,30.40613947,29789816,2681083.44,6625091.234
Juglans cinerea,Min CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,57687418,51918676200,7,12.5,5.5,7.429076,1.475063,428564192,53187006,92.19862466,4500412,7.801375336,57687418,5191867.62,12829364.48
Juglans cinerea,Min CL,Ecoregions Level 3,Northern Lakes and Forests,4386645,3947980500,7,12.5,5.5,7.30568,1.26008,32047426,4142843,94.4421762,243802,5.557823804,4386645,394798.05,975565.7215
Juglans cinerea,Min CL,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,5058012,4552210800,7,12.5,5.5,10.864652,2.513971,54953540.5,1503929,29.73359889,3554083,70.26640111,5058012,455221.08,1124874.05
Juglans cinerea,Min CL,Forest Service Admin Areas,Allegheny National Forest,3100525,2790472500,7,7,0,7,0,21703675,3100525,100,0,0,3100525,279047.25,689539.7071
Juglans cinerea,Min CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,1514359,1362923100,7,12.5,5.5,7.006327,0.186433,10610094,1512617,99.88496783,1742,0.115032169,1514359,136292.31,336785.1126
Juglans cinerea,Min CL,Forest Service Admin Areas,Daniel Boone National Forest,7362149,6625934100,7,7,0,7,0,51535043,7362149,100,0,0,7362149,662593.41,1637301.446
Juglans cinerea,Min CL,Forest Service Admin Areas,George Washington and Jefferson National Forest,9560368,8604331200,7,12.5,5.5,7.251158,1.148167,69323738.5,9123793,95.43349168,436575,4.566508319,9560368,860433.12,2126173.261
Juglans cinerea,Min CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3412135,3070921500,7,12.5,5.5,7.069535,0.6145,24122209.5,3368996,98.73571825,43139,1.264281747,3412135,307092.15,758840.0573
Juglans cinerea,Min CL,Forest Service Admin Areas,Hiawatha National Forest,88464,79617600,7,7,0,7,0,619248,88464,100,0,0,88464,7961.76,19673.90705
Juglans cinerea,Min CL,Forest Service Admin Areas,Hoosier National Forest,2107864,1897077600,7,7,0,7,0,14755048,2107864,100,0,0,2107864,189707.76,468777.3603
Juglans cinerea,Min CL,Forest Service Admin Areas,Huron-Manistee National Forest,1910,1719000,7,12.5,5.5,9.81623,2.749202,18749,932,48.79581152,978,51.20418848,1910,171.9,424.773495
Juglans cinerea,Min CL,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,410906,369815400,7,7,0,7,0,2876342,410906,100,0,0,410906,36981.54,91383.23442
Juglans cinerea,Min CL,Forest Service Admin Areas,Midewin National Tallgrass Prairie,25463,22916700,12.5,12.5,0,12.5,0,318287.5,0,0,25463,100,25463,2291.67,5662.831154
Juglans cinerea,Min CL,Forest Service Admin Areas,Monongahela National Forest,5112563,4601306700,7,12.5,5.5,7.264389,1.176537,37139648.5,4866798,95.19291987,245765,4.807080128,5112563,460130.67,1137005.892
Juglans cinerea,Min CL,Forest Service Admin Areas,Shawnee National Forest,2010571,1809513900,7,7,0,7,0,14073997,2010571,100,0,0,2010571,180951.39,447139.9323
Juglans cinerea,Min CL,Forest Service Admin Areas,Wayne National Forest,2911845,2620660500,7,12.5,5.5,8.23749,2.296696,23986295,2256685,77.50017601,655160,22.49982399,2911845,262066.05,647578.3129
Juglans cinerea,Min CL,Forest Service Admin Areas,White Mountain National Forest,2174218,1956796200,7,12.5,5.5,7.003058,0.129659,15226175.5,2173009,99.9443938,1209,0.0556062,2174218,195679.62,483534.125
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Allegheny Islands Wilderness,72,64800,7,7,0,7,0,504,72,100,0,0,72,6.48,16.012404
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Bald Knob Wilderness,19977,17979300,7,7,0,7,0,139839,19977,100,0,0,19977,1797.93,4442.774927
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Barbours Creek Wilderness,19336,17402400,7,7,0,7,0,135352,19336,100,0,0,19336,1740.24,4300.220052
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Bay Creek Wilderness,11495,10345500,7,7,0,7,0,80465,11495,100,0,0,11495,1034.55,2556.424778
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Beartown Wilderness,6725,6052500,7,7,0,7,0,47075,6725,100,0,0,6725,605.25,1495.603013
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Beaver Creek Wilderness,20055,18049500,7,7,0,7,0,140385,20055,100,0,0,20055,1804.95,4460.121698
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Big Branch Wilderness,30228,27205200,7,7,0,7,0,211596,30228,100,0,0,30228,2720.52,6722.540946
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Big Draft Wilderness,8333,7499700,7,12.5,5.5,7.703588,1.837035,64194,7267,87.2074883,1066,12.7925117,8333,749.97,1853.213369
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Breadloaf Wilderness,112212,100990800,7,7,0,7,0,785484,112212,100,0,0,112212,10099.08,24955.33163
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16479,14831100,7,7,0,7,0,115353,16479,100,0,0,16479,1483.11,3664.838966
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Brush Mountain East Wilderness,8100,7290000,7,7,0,7,0,56700,8100,100,0,0,8100,729,1801.39545
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Brush Mountain Wilderness,8418,7576200,7,7,0,7,0,58926,8418,100,0,0,8418,757.62,1872.116901
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Burden Falls Wilderness,14710,13239000,7,7,0,7,0,102970,14710,100,0,0,14710,1323.9,3271.423095
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,18006,16205400,7,7,0,7,0,126042,18006,100,0,0,18006,1620.54,4004.435367
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Charles C. Deam Wilderness,54146,48731400,7,7,0,7,0,379022,54146,100,0,0,54146,4873.14,12041.7726
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Clear Springs Wilderness,16105,14494500,7,7,0,7,0,112735,16105,100,0,0,16105,1449.45,3581.663423
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Clifty Wilderness,35380,31842000,7,7,0,7,0,247660,35380,100,0,0,35380,3184.2,7868.31741
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Cranberry Wilderness,199226,179303400,7,7,0,7,0,1394582,199226,100,0,0,199226,17930.34,44306.76666
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Dolly Sods Wilderness,68249,61424100,7,7,0,7,0,477743,68249,100,0,0,68249,6142.41,15178.20223
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Garden Mountain Wilderness,9402,8461800,7,7,0,7,0,65814,9402,100,0,0,9402,846.18,2090.953089
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Garden of the Gods Wilderness,16121,14508900,7,7,0,7,0,112847,16121,100,0,0,16121,1450.89,3585.221735
Juglans cinerea,Min CL,Forest Service Wilderness Areas,George D. Aiken Wilderness,21179,19061100,7,7,0,7,0,148253,21179,100,0,0,21179,1906.11,4710.093116
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Glastenbury Wilderness,100206,90185400,7,7,0,7,0,701442,100206,100,0,0,100206,9018.54,22285.26327
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Headwaters Wilderness,35514,31962600,7,7,0,7,0,248598,35514,100,0,0,35514,3196.26,7898.118273
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Hickory Creek Wilderness,38136,34322400,7,7,0,7,0,266952,38136,100,0,0,38136,3432.24,8481.236652
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Hunting Camp Creek Wilderness,30226,27203400,7,7,0,7,0,211582,30226,100,0,0,30226,2720.34,6722.096157
Juglans cinerea,Min CL,Forest Service Wilderness Areas,James River Face Wilderness,29814,26832600,7,7,0,7,0,208698,29814,100,0,0,29814,2683.26,6630.469623
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Joseph Battell Wilderness,55363,49826700,7,7,0,7,0,387541,55363,100,0,0,55363,4982.67,12312.4267
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Kimberling Creek Wilderness,19449,17504100,7,7,0,7,0,136143,19449,100,0,0,19449,1750.41,4325.350631
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Laurel Fork North Wilderness,26160,23544000,7,7,0,7,0,183120,26160,100,0,0,26160,2354.4,5817.84012
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Laurel Fork South Wilderness,24982,22483800,7,7,0,7,0,174874,24982,100,0,0,24982,2248.38,5555.859399
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Lewis Fork Wilderness,72,64800,7,7,0,7,0,504,72,100,0,0,72,6.48,16.012404
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Lusk Creek Wilderness,24847,22362300,7,7,0,7,0,173929,24847,100,0,0,24847,2236.23,5525.836142
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Lye Brook Wilderness,80880,72792000,7,7,0,7,0,566160,80880,100,0,0,80880,7279.2,17987.26716
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Mountain Lake Wilderness,58169,52352100,7,12.5,5.5,7.092283,0.706427,412551,57193,98.32213034,976,1.677869656,58169,5235.21,12936.46567
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Otter Creek Wilderness,67509,60758100,7,7,0,7,0,472563,67509,100,0,0,67509,6075.81,15013.6303
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Panther Den Wilderness,4120,3708000,7,7,0,7,0,28840,4120,100,0,0,4120,370.8,916.26534
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Pemigewasset Wilderness,68920,62028000,7,7,0,7,0,482440,68920,100,0,0,68920,6202.8,15327.42894
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Peru Peak Wilderness,34933,31439700,7,7,0,7,0,244531,34933,100,0,0,34933,3143.97,7768.907069
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Peters Mountain Wilderness,18203,16382700,7,12.5,5.5,7.891941,2.027342,143657,15251,83.78289293,2952,16.21710707,18203,1638.27,4048.247084
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Priest Wilderness,23564,21207600,7,7,0,7,0,164948,23564,100,0,0,23564,2120.76,5240.503998
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Raccoon Branch Wilderness,5963,5366700,7,7,0,7,0,41741,5963,100,0,0,5963,536.67,1326.138404
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Ramseys Draft Wilderness,28881,25992900,7,12.5,5.5,7.304318,1.257433,210956,27283,94.46695059,1598,5.53304941,28881,2599.29,6422.975555
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Rich Hole Wilderness,25642,23077800,7,7,0,7,0,179494,25642,100,0,0,25642,2307.78,5702.639769
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Roaring Plains West Wilderness,28530,25677000,7,12.5,5.5,7.074798,0.637022,201844,28142,98.64002804,388,1.359971959,28530,2567.7,6344.915085
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Rough Mountain Wilderness,30185,27166500,7,7,0,7,0,211295,30185,100,0,0,30185,2716.65,6712.977983
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Saint Mary's Wilderness,37399,33659100,7,7,0,7,0,261793,37399,100,0,0,37399,3365.91,8317.331906
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Sandwich Range Wilderness,158025,142222500,7,7,0,7,0,1106175,158025,100,0,0,158025,14222.25,35143.89086
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Shawvers Run Wilderness,13098,11788200,7,7,0,7,0,91686,13098,100,0,0,13098,1178.82,2912.923161
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Spice Run Wilderness,17689,15920100,7,12.5,5.5,7.61004,1.727157,134614,15727,88.90836113,1962,11.09163887,17689,1592.01,3933.936311
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Stone Mountain Wilderness,12978,11680200,7,7,0,7,0,90846,12978,100,0,0,12978,1168.02,2886.235821
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Three Ridges Wilderness,17901,16110900,7,7,0,7,0,125307,17901,100,0,0,17901,1611.09,3981.083945
Juglans cinerea,Min CL,Forest Service Wilderness Areas,Thunder Ridge Wilderness,7886,7097400,7,7,0,7,0,55202,7886,100,0,0,7886,709.74,1753.803027
Juglans cinerea,Min CL,States,Connecticut,7694650,6925185000,7,12.5,5.5,7.003445,0.137612,53889060,7689830,99.93735907,4820,0.062640926,7694650,692518.5,1711247.839
Juglans cinerea,Min CL,States,Delaware,78910,71019000,7,7,0,7,0,552370,78910,100,0,0,78910,7101.9,17549.15
Juglans cinerea,Min CL,States,District of Columbia,7840,7056000,7,7,0,7,0,54880,7840,100,0,0,7840,705.6,1743.57288
Juglans cinerea,Min CL,States,Illinois,18535848,16682263200,7,12.5,5.5,9.988846,2.739608,185151737.5,8462975,45.65733923,10072873,54.34266077,18535848,1668226.32,4122270.648
