Species,CL_Value,Region,Region_Name,Count_Stats,Area_M2,Min,Max,Range,Mean,STD,Sum,Lo_Count,Lo_Percent,Hi_Count,Hi_Percent,Count_Hist,Area_HA,Area_Acres
Abies balsamea,Min CL,Class I Areas,Acadia NP,104730,94257000,9,9,0,9,0,942570,104730,100,0,0,104730,9425.7,23291.37599
Abies balsamea,Min CL,Class I Areas,Boundary Waters Canoe Area Wilderness,3570813,3213731700,15,15,0,15,0,53562195,0,0,3570813,100,3570813,321373.17,794129.1717
Abies balsamea,Min CL,Class I Areas,Dolly Sods Wilderness,38173,34355700,9,9,0,9,0,343557,38173,100,0,0,38173,3435.57,8489.465249
Abies balsamea,Min CL,Class I Areas,Great Gulf Wilderness,19050,17145000,9,9,0,9,0,171450,19050,100,0,0,19050,1714.5,4236.615225
Abies balsamea,Min CL,Class I Areas,Isle Royale NP,384826,346343400,9,9,0,9,0,3463434,384826,100,0,0,384826,34634.34,85583.18586
Abies balsamea,Min CL,Class I Areas,Lye Brook Wilderness,70882,63793800,9,9,0,9,0,637938,70882,100,0,0,70882,6379.38,15763.76695
Abies balsamea,Min CL,Class I Areas,Moosehorn Wilderness BAR,11168,10051200,15,15,0,15,0,167520,0,0,11168,100,11168,1005.12,2483.701776
Abies balsamea,Min CL,Class I Areas,Moosehorn Wilderness EDM,9694,8724600,9,15,6,11.343924,2.927382,109968,5907,60.93459872,3787,39.06540128,9694,872.46,2155.892283
Abies balsamea,Min CL,Class I Areas,Presidential Range-Dry River Wilderness,122480,110232000,9,9,0,9,0,1102320,122480,100,0,0,122480,11023.2,27238.87836
Abies balsamea,Min CL,Class I Areas,Rainbow Lake Wilderness,30285,27256500,9,15,6,14.554433,1.573173,440781,2249,7.426118541,28036,92.57388146,30285,2725.65,6735.217433
Abies balsamea,Min CL,Class I Areas,Seney Wilderness,74128,66715200,9,9,0,9,0,667152,74128,100,0,0,74128,6671.52,16485.6595
Abies balsamea,Min CL,Class I Areas,Shenandoah NP,91083,81974700,9,9,0,9,0,819747,91083,100,0,0,91083,8197.47,20256.35824
Abies balsamea,Min CL,Class I Areas,Voyageurs NP,536501,482850900,9,15,6,14.697048,1.313747,7884981,27089,5.049198417,509412,94.95080158,536501,48285.09,119314.8716
Abies balsamea,Min CL,Ecoregions Combined,All Ecoregions,347005967,312305370300,9,15,6,12.222542,2.991734,4241295141,160632394,46.29096018,186373573,53.70903982,347005967,31230537.03,77172218.53
Abies balsamea,Min CL,Ecoregions Level 2,Atlantic Highlands,102947226,92652503400,9,15,6,12.157521,2.995862,1251583068,48770887,47.37464903,54176339,52.62535097,102947226,9265250.34,22894896.85
Abies balsamea,Min CL,Ecoregions Level 2,Mixed Wood Plains,74889152,67400236800,9,15,6,11.294318,2.915821,845821890,46252565,61.76136832,28636587,38.23863168,74889152,6740023.68,16654935.51
Abies balsamea,Min CL,Ecoregions Level 2,Mixed Wood Shield,169169589,152252630100,9,15,6,12.673024,2.923532,2143890183,65608942,38.78294106,103560647,61.21705894,169169589,15225263.01,37622386.16
Abies balsamea,Min CL,Ecoregions Level 3,Acadian Plains and Hills,36427545,32784790500,9,15,6,13.297361,2.704969,484390203,10337162,28.37732271,26090383,71.62267729,36427545,3278479.05,8101285.657
Abies balsamea,Min CL,Ecoregions Level 3,Driftless Area,1090584,981525600,9,9,0,9,0,9815256,1090584,100,0,0,1090584,98152.56,242539.8834
Abies balsamea,Min CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,7255710,6530139000,9,15,6,9.296308,1.300019,67451316,6897389,95.06153085,358321,4.938469151,7255710,653013.9,1613629.998
Abies balsamea,Min CL,Ecoregions Level 3,Erie Drift Plain,975889,878300100,9,9,0,9,0,8783001,975889,100,0,0,975889,87830.01,217032.3462
Abies balsamea,Min CL,Ecoregions Level 3,North Central Appalachians,3513991,3162591900,9,9,0,9,0,31625919,3513991,100,0,0,3513991,316259.19,781492.2714
Abies balsamea,Min CL,Ecoregions Level 3,North Central Hardwood Forests,17608332,15847498800,9,15,6,9.744664,1.978246,171587274,15422951,87.58893801,2185381,12.41106199,17608332,1584749.88,3915996.191
Abies balsamea,Min CL,Ecoregions Level 3,Northeastern Coastal Zone,963746,867371400,9,15,6,9.00005,0.017287,8673762,963738,99.99916991,8,0.000830094,963746,86737.14,214331.8098
Abies balsamea,Min CL,Ecoregions Level 3,Northern Allegheny Plateau,10567346,9510611400,9,15,6,9.001416,0.092165,95121078,10564852,99.97639899,2494,0.023601006,10567346,951061.14,2350119.63
Abies balsamea,Min CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,99433235,89489911500,9,15,6,12.269109,2.987906,1219957149,45256896,45.51485829,54176339,54.48514171,99433235,8948991.15,22113404.58
Abies balsamea,Min CL,Ecoregions Level 3,Northern Lakes and Forests,151825978,136643380200,9,15,6,12.826137,2.884007,1947340848,55008137,36.23104407,96817841,63.76895593,151825978,13664338.02,33765262.46
Abies balsamea,Min CL,Ecoregions Level 3,Northern Minnesota Wetlands,17343611,15609249900,9,15,6,11.332665,2.924836,196549335,10600805,61.12224842,6742806,38.87775158,17343611,1560924.99,3857123.697
Abies balsamea,Min CL,Forest Service Admin Areas,Allegheny National Forest,336500,302850000,9,9,0,9,0,3028500,336500,100,0,0,336500,30285,74835.74925
Abies balsamea,Min CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,7876485,7088836500,9,15,6,14.516979,1.632427,114342765,634085,8.050354949,7242400,91.94964505,7876485,708883.65,1751686.943
Abies balsamea,Min CL,Forest Service Admin Areas,Chippewa National Forest,5113276,4601948400,9,15,6,13.376973,2.665323,68400156,1383164,27.05044672,3730112,72.94955328,5113276,460194.84,1137164.459
Abies balsamea,Min CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3346011,3011409900,9,15,6,9.319114,1.346422,31181859,3168051,94.68142812,177960,5.318571876,3346011,301140.99,744134.4433
Abies balsamea,Min CL,Forest Service Admin Areas,Hiawatha National Forest,4706461,4235814900,9,15,6,11.049245,2.845359,52002843,3099012,65.84590842,1607449,34.15409158,4706461,423581.49,1046691.041
Abies balsamea,Min CL,Forest Service Admin Areas,Huron-Manistee National Forest,2209308,1988377200,9,15,6,10.031715,2.264035,22163148,1829412,82.80475153,379896,17.19524847,2209308,198837.72,491337.948
Abies balsamea,Min CL,Forest Service Admin Areas,Monongahela National Forest,609923,548930700,9,9,0,9,0,5489307,609923,100,0,0,609923,54893.07,135643.5206
Abies balsamea,Min CL,Forest Service Admin Areas,Ottawa National Forest,6318247,5686422300,9,15,6,14.951748,0.535893,94468839,50811,0.804194581,6267436,99.19580542,6318247,568642.23,1405143.382
Abies balsamea,Min CL,Forest Service Admin Areas,Superior National Forest,14728886,13255997400,9,15,6,14.606494,1.485325,215137380,965985,6.558438975,13762901,93.44156103,14728886,1325599.74,3275623.238
Abies balsamea,Min CL,Forest Service Admin Areas,White Mountain National Forest,3967305,3570574500,9,15,6,10.715057,2.71089,42509901,2833279,71.41570915,1134026,28.58429085,3967305,357057.45,882306.8118
Abies balsamea,Min CL,Forest Service Wilderness Areas,Big Branch Wilderness,30232,27208800,9,9,0,9,0,272088,30232,100,0,0,30232,2720.88,6723.430524
Abies balsamea,Min CL,Forest Service Wilderness Areas,Big Island Lake Wilderness,20994,18894600,9,9,0,9,0,188946,20994,100,0,0,20994,1889.46,4668.950133
Abies balsamea,Min CL,Forest Service Wilderness Areas,Blackjack Springs Wilderness,24078,21670200,15,15,0,15,0,361170,0,0,24078,100,24078,2167.02,5354.814771
Abies balsamea,Min CL,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,3592998,3233698200,15,15,0,15,0,53894970,0,0,3592998,100,3592998,323369.82,799062.9937
Abies balsamea,Min CL,Forest Service Wilderness Areas,Breadloaf Wilderness,112229,101006100,9,15,6,9.016146,0.310826,1011873,111927,99.73090734,302,0.269092659,112229,10100.61,24959.11234
Abies balsamea,Min CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16581,14922900,9,15,6,11.561245,2.967742,191697,9503,57.3125867,7078,42.6874133,16581,1492.29,3687.523205
Abies balsamea,Min CL,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50148,45133200,9,15,6,11.343623,2.927314,568860,30560,60.93961873,19588,39.06038127,50148,4513.32,11152.63939
Abies balsamea,Min CL,Forest Service Wilderness Areas,Delirium Wilderness,44197,39777300,9,9,0,9,0,397773,44197,100,0,0,44197,3977.73,9829.169717
Abies balsamea,Min CL,Forest Service Wilderness Areas,Dolly Sods Wilderness,60596,54536400,9,9,0,9,0,545364,60596,100,0,0,60596,5453.64,13476.21712
Abies balsamea,Min CL,Forest Service Wilderness Areas,George D. Aiken Wilderness,21193,19073700,9,9,0,9,0,190737,21193,100,0,0,21193,1907.37,4713.206639
Abies balsamea,Min CL,Forest Service Wilderness Areas,Glastenbury Wilderness,100106,90095400,9,9,0,9,0,900954,100106,100,0,0,100106,9009.54,22263.02382
Abies balsamea,Min CL,Forest Service Wilderness Areas,Great Gulf Wilderness,18718,16846200,9,9,0,9,0,168462,18718,100,0,0,18718,1684.62,4162.780251
Abies balsamea,Min CL,Forest Service Wilderness Areas,Headwaters Wilderness,94429,84986100,15,15,0,15,0,1416435,0,0,94429,100,94429,8498.61,21000.49024
Abies balsamea,Min CL,Forest Service Wilderness Areas,Horseshoe Bay Wilderness,16682,15013800,9,9,0,9,0,150138,16682,100,0,0,16682,1501.38,3709.985049
Abies balsamea,Min CL,Forest Service Wilderness Areas,Joseph Battell Wilderness,55410,49869000,9,9,0,9,0,498690,55410,100,0,0,55410,4986.9,12322.87925
Abies balsamea,Min CL,Forest Service Wilderness Areas,Lye Brook Wilderness,80947,72852300,9,9,0,9,0,728523,80947,100,0,0,80947,7285.23,18002.16759
Abies balsamea,Min CL,Forest Service Wilderness Areas,Mackinac Wilderness,47500,42750000,9,9,0,9,0,427500,47500,100,0,0,47500,4275,10563.73875
Abies balsamea,Min CL,Forest Service Wilderness Areas,McCormick Wilderness,72136,64922400,15,15,0,15,0,1082040,0,0,72136,100,72136,6492.24,16042.64965
Abies balsamea,Min CL,Forest Service Wilderness Areas,Pemigewasset Wilderness,204663,184196700,9,9,0,9,0,1841967,204663,100,0,0,204663,18419.67,45515.92555
Abies balsamea,Min CL,Forest Service Wilderness Areas,Peru Peak Wilderness,34953,31457700,9,9,0,9,0,314577,34953,100,0,0,34953,3145.77,7773.354959
Abies balsamea,Min CL,Forest Service Wilderness Areas,Porcupine Lake Wilderness,18212,16390800,15,15,0,15,0,273180,0,0,18212,100,18212,1639.08,4050.248634
Abies balsamea,Min CL,Forest Service Wilderness Areas,Presidential Range-Dry River Wilderness,121177,109059300,9,9,0,9,0,1090593,121177,100,0,0,121177,10905.93,26949.09833
Abies balsamea,Min CL,Forest Service Wilderness Areas,Rainbow Lake Wilderness,30465,27418500,9,15,6,14.557065,1.56889,443481,2249,7.382241917,28216,92.61775808,30465,2741.85,6775.248443
Abies balsamea,Min CL,Forest Service Wilderness Areas,Rock River Canyon Wilderness,23291,20961900,9,15,6,14.995363,0.166735,349257,18,0.077283071,23273,99.92271693,23291,2096.19,5179.7903
Abies balsamea,Min CL,Forest Service Wilderness Areas,Sandwich Range Wilderness,158074,142266600,9,15,6,9.004555,0.165252,1423386,157954,99.92408619,120,0.075913813,158074,14226.66,35154.78819
Abies balsamea,Min CL,Forest Service Wilderness Areas,Sturgeon River Gorge Wilderness,73597,66237300,15,15,0,15,0,1103955,0,0,73597,100,73597,6623.73,16367.56802
Abies balsamea,Min CL,Forest Service Wilderness Areas,Sylvania Wilderness,64084,57675600,15,15,0,15,0,961260,0,0,64084,100,64084,5767.56,14251.92914
Abies balsamea,Min CL,Forest Service Wilderness Areas,Whisker Lake Wilderness,30121,27108900,15,15,0,15,0,451815,0,0,30121,100,30121,2710.89,6698.744735
Abies balsamea,Min CL,Forest Service Wilderness Areas,Wild River Wilderness,107113,96401700,9,15,6,10.234584,2.425553,1096257,85073,79.42359938,22040,20.57640062,107113,9640.17,23821.34208
Abies balsamea,Min CL,States,Connecticut,543618,489256200,9,9,0,9,0,4892562,543618,100,0,0,543618,48925.62,120897.6533
Abies balsamea,Min CL,States,Iowa,12757,11481300,9,9,0,9,0,114813,12757,100,0,0,12757,1148.13,2837.086637
Abies balsamea,Min CL,States,Maine,71875050,64687545000,9,15,6,13.39027,2.658411,962426352,19283233,26.82882725,52591817,73.17117275,71875050,6468754.5,15984615.81
Abies balsamea,Min CL,States,Massachusetts,2592052,2332846800,9,9,0,9,0,23328468,2592052,100,0,0,2592052,233284.68,576458.1085
Abies balsamea,Min CL,States,Michigan,59705118,53734606200,9,15,6,11.53974,2.964483,688981518,34432542,57.67100569,25272576,42.32899431,59705118,5373460.62,13278089.87
Abies balsamea,Min CL,States,Minnesota,76163292,68546962800,9,15,6,12.707931,2.915276,967877850,29095255,38.20115207,47068037,61.79884793,76163292,6854696.28,16938297.24
Abies balsamea,Min CL,States,New Hampshire,14723920,13251528000,9,15,6,11.023499,2.836626,162309120,9758280,66.27501372,4965640,33.72498628,14723920,1325152.8,3274518.826
Abies balsamea,Min CL,States,New York,47022087,42319878300,9,15,6,10.993805,2.826229,516951645,31396610,66.76992027,15625477,33.23007973,47022087,4231987.83,10457453.53
Abies balsamea,Min CL,States,Pennsylvania,3954861,3559374900,9,9,0,9,0,35593749,3954861,100,0,0,3954861,355937.49,879539.3347
Abies balsamea,Min CL,States,Vermont,18646594,16781934600,9,15,6,11.391108,2.937559,212405358,11215592,60.14820723,7431002,39.85179277,18646594,1678193.46,4146899.949
Abies balsamea,Min CL,States,Virginia,130792,117712800,9,9,0,9,0,1177128,130792,100,0,0,130792,11771.28,29087.42144
Abies balsamea,Min CL,States,West Virginia,758142,682327800,9,9,0,9,0,6823278,758142,100,0,0,758142,68232.78,168606.611
Abies balsamea,Min CL,States,Wisconsin,53329059,47996153100,9,15,6,12.755716,2.903256,680250315,19947595,37.40473838,33381464,62.59526162,53329059,4799615.31,11860089.41
Acer rubrum,Min CL,Class I Areas,Acadia NP,127144,114429600,11,18.5,7.5,16.990373,3.007196,2160224,25592,20.1283584,101552,79.8716416,127144,11442.96,28276.12631
Acer rubrum,Min CL,Class I Areas,Boundary Waters Canoe Area Wilderness,2943231,2648907900,11,11,0,11,0,32375541,2943231,100,0,0,2943231,264890.79,654558.3866
Acer rubrum,Min CL,Class I Areas,Brigantine Wilderness,4,3600,18.5,18.5,0,18.5,0,74,0,0,4,100,4,0.36,0.889578
Acer rubrum,Min CL,Class I Areas,Dolly Sods Wilderness,45699,41129100,11,18.5,7.5,12.05987,2.612604,551124,39241,85.86839975,6458,14.13160025,45699,4112.91,10163.20626
Acer rubrum,Min CL,Class I Areas,Great Gulf Wilderness,19050,17145000,11,11,0,11,0,209550,19050,100,0,0,19050,1714.5,4236.615225
Acer rubrum,Min CL,Class I Areas,Isle Royale NP,486808,438127200,11,11,0,11,0,5354888,486808,100,0,0,486808,43812.72,108263.4218
Acer rubrum,Min CL,Class I Areas,James River Face Wilderness,29849,26864100,18.5,18.5,0,18.5,0,552206.5,0,0,29849,100,29849,2686.41,6638.253431
Acer rubrum,Min CL,Class I Areas,Lye Brook Wilderness,70912,63820800,11,18.5,7.5,11.642945,2.099692,825624.5,64833,91.42740298,6079,8.572597022,70912,6382.08,15770.43878
Acer rubrum,Min CL,Class I Areas,Mammoth Cave NP,175318,157786200,18.5,18.5,0,18.5,0,3243383,0,0,175318,100,175318,15778.62,38989.75895
Acer rubrum,Min CL,Class I Areas,Moosehorn Wilderness BAR,11083,9974700,18.5,18.5,0,18.5,0,205035.5,0,0,11083,100,11083,997.47,2464.798244
Acer rubrum,Min CL,Class I Areas,Moosehorn Wilderness EDM,9509,8558100,11,11,0,11,0,104599,9509,100,0,0,9509,855.81,2114.749301
Acer rubrum,Min CL,Class I Areas,Otter Creek Wilderness,70025,63022500,11,18.5,7.5,13.76694,3.618853,964030,44191,63.10746162,25834,36.89253838,70025,6302.25,15573.17486
Acer rubrum,Min CL,Class I Areas,Presidential Range-Dry River Wilderness,122638,110374200,11,18.5,7.5,11.457505,1.794987,1405125.5,115157,93.89993314,7481,6.100066863,122638,11037.42,27274.01669
Acer rubrum,Min CL,Class I Areas,Rainbow Lake Wilderness,30246,27221400,18.5,18.5,0,18.5,0,559551,0,0,30246,100,30246,2722.14,6726.544047
Acer rubrum,Min CL,Class I Areas,Seney Wilderness,49706,44735400,11,11,0,11,0,546766,49706,100,0,0,49706,4473.54,11054.34102
Acer rubrum,Min CL,Class I Areas,Shenandoah NP,680622,612559800,11,18.5,7.5,17.375422,2.677622,11826094.5,102055,14.99437279,578567,85.00562721,680622,61255.98,151366.5894
Acer rubrum,Min CL,Class I Areas,Voyageurs NP,420296,378266400,11,11,0,11,0,4623256,420296,100,0,0,420296,37826.64,93471.51877
Acer rubrum,Min CL,Ecoregions Combined,All Ecoregions,465839966,419255969400,11,18.5,7.5,15.430795,3.687685,7188280921,190634460,40.92273611,275205506,59.07726389,465839966,41925596.94,103600246.3
Acer rubrum,Min CL,Ecoregions Level 2,Atlantic Highlands,142181519,127963367100,11,18.5,7.5,15.130553,3.730641,2151285057,63876406,44.92595553,78305113,55.07404447,142181519,12796336.71,31620387.83
Acer rubrum,Min CL,Ecoregions Level 2,Mixed Wood Plains,173968339,156571505100,11,18.5,7.5,17.597383,2.440269,3061387469,20936907,12.03489504,153031432,87.96510496,173968339,15657150.51,38689601.77
Acer rubrum,Min CL,Ecoregions Level 2,Mixed Wood Shield,149690108,134721097200,11,18.5,7.5,13.197989,3.413761,1975608396,105821147,70.69348029,43868961,29.30651971,149690108,13472109.72,33290256.72
Acer rubrum,Min CL,Ecoregions Level 3,Acadian Plains and Hills,35894340,32304906000,11,18.5,7.5,16.982933,3.012725,609591180,7260548,20.22755677,28633792,79.77244323,35894340,3230490.6,7982703.797
Acer rubrum,Min CL,Ecoregions Level 3,Driftless Area,6961023,6264920700,18.5,18.5,0,18.5,0,128778925.5,0,0,6961023,100,6961023,626492.07,1548093.23
Acer rubrum,Min CL,Ecoregions Level 3,Eastern Great Lakes Lowlands,17372430,15635187000,11,18.5,7.5,18.007173,1.858311,312828360,1141546,6.571020865,16230884,93.42897914,17372430,1563518.7,3863532.884
Acer rubrum,Min CL,Ecoregions Level 3,Erie Drift Plain,14026999,12624299100,18.5,18.5,0,18.5,0,259499481.5,0,0,14026999,100,14026999,1262429.91,3119527.429
Acer rubrum,Min CL,Ecoregions Level 3,North Central Appalachians,25910562,23319505800,11,18.5,7.5,17.90755,2.022963,463994674.5,2046763,7.899338501,23863799,92.1006615,25910562,2331950.58,5762366.481
Acer rubrum,Min CL,Ecoregions Level 3,North Central Hardwood Forests,30218818,27196936200,11,18.5,7.5,15.883552,3.574571,479982180.5,10542127,34.88596741,19676691,65.11403259,30218818,2719693.62,6720498.92
Acer rubrum,Min CL,Ecoregions Level 3,Northeastern Coastal Zone,23873360,21486024000,18.5,18.5,0,18.5,0,441657160,0,0,23873360,100,23873360,2148602.4,5309303.961
Acer rubrum,Min CL,Ecoregions Level 3,Northern Allegheny Plateau,30980657,27882591300,11,18.5,7.5,18.059953,1.762586,559509209.5,1817726,5.86729326,29162931,94.13270674,30980657,2788259.13,6889927.723
Acer rubrum,Min CL,Ecoregions Level 3,Northern Appalachian and Atlantic Maritime Highlands,116270957,104643861300,11,18.5,7.5,14.51171,3.742421,1687290382,61829643,53.17720314,54441314,46.82279686,116270957,10464386.13,25858021.35
Acer rubrum,Min CL,Ecoregions Level 3,Northern Lakes and Forests,142686909,128418218100,11,18.5,7.5,13.305868,3.460778,1898573207,98817948,69.25509053,43868961,30.74490947,142686909,12841821.81,31732783.78
Acer rubrum,Min CL,Ecoregions Level 3,Northern Minnesota Wetlands,7003199,6302879100,11,11,0,11,0,77035189,7003199,100,0,0,7003199,630287.91,1557472.94
Acer rubrum,Min CL,Ecoregions Level 3,Southern Michigan/Northern Indiana Drift Plains,14640712,13176640800,11,18.5,7.5,18.410373,0.814965,269540972,174960,1.195023849,14465752,98.80497615,14640712,1317664.08,3256013.825
Acer rubrum,Min CL,Forest Service Admin Areas,Allegheny National Forest,3131276,2818148400,11,18.5,7.5,17.495053,2.554836,54781838.5,419569,13.39929792,2711707,86.60070208,3131276,281814.84,696378.5604
Acer rubrum,Min CL,Forest Service Admin Areas,Chequamegon-Nicolet National Forest,7278182,6550363800,11,18.5,7.5,15.101926,3.73345,109914569.5,3297573,45.30764688,3980609,54.69235312,7278182,655036.38,1618627.647
Acer rubrum,Min CL,Forest Service Admin Areas,Chippewa National Forest,4132038,3718834200,11,11,0,11,0,45452418,4132038,100,0,0,4132038,371883.42,918942.525
Acer rubrum,Min CL,Forest Service Admin Areas,Daniel Boone National Forest,7400761,6660684900,18.5,18.5,0,18.5,0,136914078.5,0,0,7400761,100,7400761,666068.49,1645888.542
Acer rubrum,Min CL,Forest Service Admin Areas,George Washington and Jefferson National Forest,9815191,8833671900,11,18.5,7.5,18.176756,1.523103,178408331,423027,4.309921223,9392164,95.69007878,9815191,883367.19,2182844.495
Acer rubrum,Min CL,Forest Service Admin Areas,Green Mountain and Finger Lakes National Forests,3451518,3106366200,11,18.5,7.5,13.067601,3.351423,45103060.5,2500003,72.431985,951515,27.568015,3451518,310636.62,767598.6199
Acer rubrum,Min CL,Forest Service Admin Areas,Hiawatha National Forest,4386906,3948215400,11,18.5,7.5,12.026578,2.577882,52759468.5,3786439,86.31228934,600467,13.68771066,4386906,394821.54,975623.7664
Acer rubrum,Min CL,Forest Service Admin Areas,Hoosier National Forest,2123592,1911232800,18.5,18.5,0,18.5,0,39286452,0,0,2123592,100,2123592,191123.28,472275.181
Acer rubrum,Min CL,Forest Service Admin Areas,Huron-Manistee National Forest,6298234,5668410600,11,18.5,7.5,16.184563,3.464755,101934164,1944422,30.87249537,4353812,69.12750463,6298234,566841.06,1400692.601
Acer rubrum,Min CL,Forest Service Admin Areas,Land Between the Lakes National Recreation Area,424108,381697200,18.5,18.5,0,18.5,0,7845998,0,0,424108,100,424108,38169.72,94319.28661
Acer rubrum,Min CL,Forest Service Admin Areas,Monongahela National Forest,5252916,4727624400,11,18.5,7.5,14.473815,3.739816,76029733.5,2819895,53.68246894,2433021,46.31753106,5252916,472762.44,1168219.627
Acer rubrum,Min CL,Forest Service Admin Areas,Ottawa National Forest,5966853,5370167700,11,18.5,7.5,12.870453,3.244966,76796103,4478757,75.06062241,1488096,24.93937759,5966853,537016.77,1326995.29
Acer rubrum,Min CL,Forest Service Admin Areas,Shawnee National Forest,2132293,1919063700,18.5,18.5,0,18.5,0,39447420.5,0,0,2132293,100,2132293,191906.37,474210.2356
Acer rubrum,Min CL,Forest Service Admin Areas,Superior National Forest,11523557,10371201300,11,11,0,11,0,126759127,11523557,100,0,0,11523557,1037120.13,2562775.697
Acer rubrum,Min CL,Forest Service Admin Areas,Wayne National Forest,3001728,2701555200,18.5,18.5,0,18.5,0,55531968,0,0,3001728,100,3001728,270155.52,667567.7977
Acer rubrum,Min CL,Forest Service Admin Areas,White Mountain National Forest,4042866,3638579400,11,18.5,7.5,12.861791,3.239933,51998496,3039270,75.17612506,1003596,24.82387494,4042866,363857.94,899111.1626
Acer rubrum,Min CL,Forest Service Wilderness Areas,Allegheny Islands Wilderness,1254,1128600,18.5,18.5,0,18.5,0,23199,0,0,1254,100,1254,112.86,278.882703
Acer rubrum,Min CL,Forest Service Wilderness Areas,Bald Knob Wilderness,19992,17992800,18.5,18.5,0,18.5,0,369852,0,0,19992,100,19992,1799.28,4446.110844
Acer rubrum,Min CL,Forest Service Wilderness Areas,Barbours Creek Wilderness,19348,17413200,18.5,18.5,0,18.5,0,357938,0,0,19348,100,19348,1741.32,4302.888786
Acer rubrum,Min CL,Forest Service Wilderness Areas,Bay Creek Wilderness,11497,10347300,18.5,18.5,0,18.5,0,212694.5,0,0,11497,100,11497,1034.73,2556.869567
Acer rubrum,Min CL,Forest Service Wilderness Areas,Beartown Wilderness,6740,6066000,11,18.5,7.5,16.076409,3.507583,108355,2178,32.31454006,4562,67.68545994,6740,606.6,1498.93893
Acer rubrum,Min CL,Forest Service Wilderness Areas,Beaver Creek Wilderness,20093,18083700,18.5,18.5,0,18.5,0,371720.5,0,0,20093,100,20093,1808.37,4468.572689
Acer rubrum,Min CL,Forest Service Wilderness Areas,Big Branch Wilderness,30234,27210600,11,18.5,7.5,12.269101,2.812053,370944,25118,83.07865317,5116,16.92134683,30234,2721.06,6723.875313
Acer rubrum,Min CL,Forest Service Wilderness Areas,Big Draft Wilderness,8546,7691400,18.5,18.5,0,18.5,0,158101,0,0,8546,100,8546,769.14,1900.583397
Acer rubrum,Min CL,Forest Service Wilderness Areas,Big Island Lake Wilderness,18912,17020800,11,11,0,11,0,208032,18912,100,0,0,18912,1702.08,4205.924784
Acer rubrum,Min CL,Forest Service Wilderness Areas,Blackjack Springs Wilderness,21103,18992700,11,18.5,7.5,11.55087,1.956544,243758,19553,92.65507274,1550,7.344927262,21103,1899.27,4693.191134
Acer rubrum,Min CL,Forest Service Wilderness Areas,Boundary Waters Canoe Area Wilderness,2962657,2666391300,11,11,0,11,0,32589227,2962657,100,0,0,2962657,266639.13,658878.6222
Acer rubrum,Min CL,Forest Service Wilderness Areas,Breadloaf Wilderness,112231,101007900,11,18.5,7.5,11.00695,0.228202,1235321,112127,99.90733398,104,0.092666019,112231,10100.79,24959.55713
Acer rubrum,Min CL,Forest Service Wilderness Areas,Bristol Cliffs Wilderness,16590,14931000,11,18.5,7.5,12.009494,2.559712,199237.5,14357,86.54008439,2233,13.45991561,16590,1493.1,3689.524755
Acer rubrum,Min CL,Forest Service Wilderness Areas,Brush Mountain East Wilderness,8115,7303500,18.5,18.5,0,18.5,0,150127.5,0,0,8115,100,8115,730.35,1804.731368
Acer rubrum,Min CL,Forest Service Wilderness Areas,Brush Mountain Wilderness,8478,7630200,18.5,18.5,0,18.5,0,156843,0,0,8478,100,8478,763.02,1885.460571
Acer rubrum,Min CL,Forest Service Wilderness Areas,Burden Falls Wilderness,14721,13248900,18.5,18.5,0,18.5,0,272338.5,0,0,14721,100,14721,1324.89,3273.869435
Acer rubrum,Min CL,Forest Service Wilderness Areas,Caribou-Speckled Mountain Wilderness,50346,45311400,11,18.5,7.5,11.457931,1.795768,576861,47272,93.89425178,3074,6.105748222,50346,4531.14,11196.6735
Acer rubrum,Min CL,Forest Service Wilderness Areas,Charles C. Deam Wilderness,54162,48745800,18.5,18.5,0,18.5,0,1001997,0,0,54162,100,54162,4874.58,12045.33091
Acer rubrum,Min CL,Forest Service Wilderness Areas,Clear Springs Wilderness,16109,14498100,18.5,18.5,0,18.5,0,298016.5,0,0,16109,100,16109,1449.81,3582.553001
Acer rubrum,Min CL,Forest Service Wilderness Areas,Clifty Wilderness,35380,31842000,18.5,18.5,0,18.5,0,654530,0,0,35380,100,35380,3184.2,7868.31741
Acer rubrum,Min CL,Forest Service Wilderness Areas,Cranberry Wilderness,201272,181144800,11,18.5,7.5,11.04371,0.570886,2222789.5,200099,99.41720657,1173,0.582793434,201272,18114.48,44761.7858
Acer rubrum,Min CL,Forest Service Wilderness Areas,Delirium Wilderness,30202,27181800,11,11,0,11,0,332222,30202,100,0,0,30202,2718.18,6716.758689
Acer rubrum,Min CL,Forest Service Wilderness Areas,Dolly Sods Wilderness,73891,66501900,11,18.5,7.5,11.645647,2.103685,860508.5,67530,91.39137378,6361,8.60862622,73891,6650.19,16432.952
Acer rubrum,Min CL,Forest Service Wilderness Areas,Garden Mountain Wilderness,9437,8493300,18.5,18.5,0,18.5,0,174584.5,0,0,9437,100,9437,849.33,2098.736897
